Date,Open,High,Low,Close,Adj Close,Volume,Dividends,Stock Splits,Capital Gains
2013-02-13,152.3300018310547,152.61000061035156,151.72000122070312,152.14999389648438,125.88567352294922,82322600,0.0,0.0,0.0
2013-02-14,151.69000244140625,152.47000122070312,151.52000427246094,152.2899932861328,126.00147247314453,80834300,0.0,0.0,0.0
2013-02-15,152.42999267578125,152.58999633789062,151.5500030517578,152.11000061035156,125.8525390625,215226500,0.0,0.0,0.0
2013-02-19,152.3699951171875,153.27999877929688,152.16000366210938,153.25,126.79582977294922,95105400,0.0,0.0,0.0
2013-02-20,153.13999938964844,153.19000244140625,151.25999450683594,151.33999633789062,125.21541595458984,160574800,0.0,0.0,0.0
2013-02-21,150.9600067138672,151.4199981689453,149.94000244140625,150.4199981689453,124.45429992675781,183257000,0.0,0.0,0.0
2013-02-22,151.14999389648438,151.88999938964844,150.49000549316406,151.88999938964844,125.67051696777344,106356600,0.0,0.0,0.0
2013-02-25,152.6300048828125,152.86000061035156,149.0,149.0,123.2794189453125,245824800,0.0,0.0,0.0
2013-02-26,149.72000122070312,150.1999969482422,148.72999572753906,150.02000427246094,124.12335205078125,186596200,0.0,0.0,0.0
2013-02-27,149.88999938964844,152.3300018310547,149.75999450683594,151.91000366210938,125.68708038330078,150781900,0.0,0.0,0.0
2013-02-28,151.89999389648438,152.8699951171875,151.41000366210938,151.61000061035156,125.43888854980469,126866000,0.0,0.0,0.0
2013-03-01,151.08999633789062,152.33999633789062,150.41000366210938,152.11000061035156,125.8525390625,170634800,0.0,0.0,0.0
2013-03-04,151.75999450683594,152.9199981689453,151.52000427246094,152.9199981689453,126.5227279663086,99010200,0.0,0.0,0.0
2013-03-05,153.66000366210938,154.6999969482422,153.63999938964844,154.2899932861328,127.65625,121431900,0.0,0.0,0.0
2013-03-06,154.83999633789062,154.9199981689453,154.16000366210938,154.5,127.83000183105469,94469900,0.0,0.0,0.0
2013-03-07,154.6999969482422,154.97999572753906,154.52000427246094,154.77999877929688,128.0616912841797,86101400,0.0,0.0,0.0
2013-03-08,155.4600067138672,155.64999389648438,154.66000366210938,155.44000244140625,128.6077117919922,123477800,0.0,0.0,0.0
2013-03-11,155.32000732421875,156.0399932861328,155.1300048828125,156.02999877929688,129.09588623046875,83746800,0.0,0.0,0.0
2013-03-12,155.9199981689453,156.10000610351562,155.2100067138672,155.67999267578125,128.80628967285156,105755800,0.0,0.0,0.0
2013-03-13,155.75999450683594,156.1199951171875,155.22999572753906,155.89999389648438,128.98834228515625,92550900,0.0,0.0,0.0
2013-03-14,156.30999755859375,156.8000030517578,155.91000366210938,156.72999572753906,129.6750030517578,126329900,0.0,0.0,0.0
2013-03-15,155.85000610351562,156.0399932861328,155.30999755859375,155.8300018310547,129.5038604736328,138601100,0.694,0.0,0.0
2013-03-18,154.33999633789062,155.63999938964844,154.1999969482422,154.97000122070312,128.78912353515625,126704300,0.0,0.0,0.0
2013-03-19,155.3000030517578,155.50999450683594,153.58999633789062,154.61000061035156,128.489990234375,167567300,0.0,0.0,0.0
2013-03-20,155.52000427246094,155.9499969482422,155.25999450683594,155.69000244140625,129.38751220703125,113759300,0.0,0.0,0.0
2013-03-21,154.75999450683594,155.63999938964844,154.10000610351562,154.36000061035156,128.28221130371094,128605000,0.0,0.0,0.0
2013-03-22,154.85000610351562,155.60000610351562,154.72999572753906,155.60000610351562,129.31275939941406,111163600,0.0,0.0,0.0
2013-03-25,156.00999450683594,156.27000427246094,154.35000610351562,154.9499969482422,128.7725372314453,151322300,0.0,0.0,0.0
2013-03-26,155.58999633789062,156.22999572753906,155.4199981689453,156.19000244140625,129.8030548095703,86856600,0.0,0.0,0.0
2013-03-27,155.25999450683594,156.24000549316406,155.0,156.19000244140625,129.8030548095703,99950600,0.0,0.0,0.0
2013-03-28,156.08999633789062,156.85000610351562,155.75,156.6699981689453,130.2019500732422,102932800,0.0,0.0,0.0
2013-04-01,156.58999633789062,156.91000366210938,155.6699981689453,156.0500030517578,129.68667602539062,99194100,0.0,0.0,0.0
2013-04-02,156.61000061035156,157.2100067138672,156.3699951171875,156.82000732421875,130.3265838623047,101504300,0.0,0.0,0.0
2013-04-03,156.91000366210938,157.02999877929688,154.82000732421875,155.22999572753906,129.00518798828125,154167400,0.0,0.0,0.0
2013-04-04,155.42999267578125,156.1699981689453,155.08999633789062,155.86000061035156,129.52880859375,131885000,0.0,0.0,0.0
2013-04-05,153.9499969482422,155.35000610351562,153.77000427246094,155.16000366210938,128.94700622558594,159666000,0.0,0.0,0.0
2013-04-08,155.27000427246094,156.22000122070312,154.75,156.2100067138672,129.8196563720703,86571200,0.0,0.0,0.0
2013-04-09,156.5,157.32000732421875,155.97999572753906,156.75,130.26844787597656,101922200,0.0,0.0,0.0
2013-04-10,157.1699981689453,158.8699951171875,157.1300048828125,158.6699981689453,131.86410522460938,135711100,0.0,0.0,0.0
2013-04-11,158.6999969482422,159.7100067138672,158.5399932861328,159.19000244140625,132.29623413085938,110142500,0.0,0.0,0.0
2013-04-12,158.67999267578125,159.0399932861328,157.9199981689453,158.8000030517578,131.9720916748047,116359900,0.0,0.0,0.0
2013-04-15,158.0,158.1300048828125,155.10000610351562,155.1199951171875,128.91375732421875,217259000,0.0,0.0,0.0
2013-04-16,156.2899932861328,157.49000549316406,155.91000366210938,157.41000366210938,130.8169403076172,147507800,0.0,0.0,0.0
2013-04-17,156.2899932861328,156.32000732421875,154.27999877929688,155.11000061035156,128.90553283691406,226834800,0.0,0.0,0.0
2013-04-18,155.3699951171875,155.41000366210938,153.5500030517578,154.13999938964844,128.09938049316406,167583200,0.0,0.0,0.0
2013-04-19,154.5,155.5500030517578,154.1199951171875,155.47999572753906,129.21298217773438,149687600,0.0,0.0,0.0
2013-04-22,155.77999877929688,156.5399932861328,154.75,156.1699981689453,129.7864227294922,106553500,0.0,0.0,0.0
2013-04-23,156.9499969482422,157.92999267578125,156.1699981689453,157.77999877929688,131.12442016601562,166141300,0.0,0.0,0.0
2013-04-24,157.8300018310547,158.3000030517578,157.5399932861328,157.8800048828125,131.20755004882812,96781200,0.0,0.0,0.0
2013-04-25,158.33999633789062,159.27000427246094,158.10000610351562,158.52000427246094,131.73944091796875,131060600,0.0,0.0,0.0
2013-04-26,158.3300018310547,158.60000610351562,157.72999572753906,158.24000549316406,131.5067138671875,95918800,0.0,0.0,0.0
2013-04-29,158.6699981689453,159.64999389648438,158.4199981689453,159.3000030517578,132.3876495361328,88572800,0.0,0.0,0.0
2013-04-30,159.27000427246094,159.72000122070312,158.61000061035156,159.67999267578125,132.70346069335938,116010700,0.0,0.0,0.0
2013-05-01,159.3300018310547,159.41000366210938,158.10000610351562,158.27999877929688,131.53994750976562,138874200,0.0,0.0,0.0
2013-05-02,158.67999267578125,159.88999938964844,158.52999877929688,159.75,132.7615966796875,96407600,0.0,0.0,0.0
2013-05-03,161.13999938964844,161.8800048828125,159.77999877929688,161.3699951171875,134.10787963867188,144202300,0.0,0.0,0.0
2013-05-06,161.49000549316406,162.00999450683594,161.4199981689453,161.77999877929688,134.44862365722656,66882100,0.0,0.0,0.0
2013-05-07,162.1300048828125,162.64999389648438,161.6699981689453,162.60000610351562,135.130126953125,90359200,0.0,0.0,0.0
2013-05-08,162.4199981689453,163.38999938964844,162.3300018310547,163.33999633789062,135.74514770507812,97419200,0.0,0.0,0.0
2013-05-09,163.27000427246094,163.6999969482422,162.47000122070312,162.8800048828125,135.36279296875,106738600,0.0,0.0,0.0
2013-05-10,162.99000549316406,163.5500030517578,162.50999450683594,163.41000366210938,135.8032989501953,103203000,0.0,0.0,0.0
2013-05-13,163.1999969482422,163.80999755859375,162.82000732421875,163.5399932861328,135.9113311767578,81843200,0.0,0.0,0.0
2013-05-14,163.6699981689453,165.35000610351562,163.6699981689453,165.22999572753906,137.31581115722656,119000900,0.0,0.0,0.0
2013-05-15,164.9600067138672,166.4499969482422,164.91000366210938,166.1199951171875,138.0554962158203,120718500,0.0,0.0,0.0
2013-05-16,165.77999877929688,166.36000061035156,165.08999633789062,165.33999633789062,137.40719604492188,109913600,0.0,0.0,0.0
2013-05-17,165.9499969482422,167.0399932861328,165.72999572753906,166.94000244140625,138.73687744140625,129801000,0.0,0.0,0.0
2013-05-20,166.77999877929688,167.5800018310547,166.61000061035156,166.92999267578125,138.7285614013672,85071200,0.0,0.0,0.0
2013-05-21,167.0800018310547,167.8000030517578,166.5,167.1699981689453,138.9280548095703,95804200,0.0,0.0,0.0
2013-05-22,167.33999633789062,169.07000732421875,165.1699981689453,165.92999267578125,137.8975067138672,244031800,0.0,0.0,0.0
2013-05-23,164.16000366210938,165.91000366210938,163.94000244140625,165.4499969482422,137.49862670898438,211064400,0.0,0.0,0.0
2013-05-24,164.47000122070312,165.3800048828125,163.97999572753906,165.30999755859375,137.38226318359375,151573900,0.0,0.0,0.0
2013-05-28,167.0399932861328,167.77999877929688,165.80999755859375,166.3000030517578,138.20501708984375,143679800,0.0,0.0,0.0
2013-05-29,165.4199981689453,165.8000030517578,164.33999633789062,165.22000122070312,137.30746459960938,160363400,0.0,0.0,0.0
2013-05-30,165.35000610351562,166.58999633789062,165.22000122070312,165.8300018310547,137.81446838378906,107793800,0.0,0.0,0.0
2013-05-31,165.3699951171875,166.30999755859375,163.1300048828125,163.4499969482422,135.83656311035156,176850100,0.0,0.0,0.0
2013-06-03,163.8300018310547,164.4600067138672,162.66000366210938,164.35000610351562,136.58448791503906,168390700,0.0,0.0,0.0
2013-06-04,164.44000244140625,165.10000610351562,162.72999572753906,163.55999755859375,135.92794799804688,157631500,0.0,0.0,0.0
2013-06-05,163.08999633789062,163.4199981689453,161.1300048828125,161.27000427246094,134.02481079101562,211737800,0.0,0.0,0.0
2013-06-06,161.1999969482422,162.74000549316406,160.25,162.72999572753906,135.23814392089844,200225500,0.0,0.0,0.0
2013-06-07,163.85000610351562,164.9499969482422,163.13999938964844,164.8000030517578,136.95846557617188,188337800,0.0,0.0,0.0
2013-06-10,165.30999755859375,165.39999389648438,164.3699951171875,164.8000030517578,136.95846557617188,105667100,0.0,0.0,0.0
2013-06-11,163.3000030517578,164.5399932861328,162.74000549316406,163.10000610351562,135.54568481445312,159505400,0.0,0.0,0.0
2013-06-12,164.22000122070312,164.38999938964844,161.60000610351562,161.75,134.42373657226562,177361500,0.0,0.0,0.0
2013-06-13,161.66000366210938,164.5,161.3000030517578,164.2100067138672,136.46815490722656,163587800,0.0,0.0,0.0
2013-06-14,164.02999877929688,164.6699981689453,162.91000366210938,163.17999267578125,135.6121368408203,141197500,0.0,0.0,0.0
2013-06-17,164.2899932861328,165.22000122070312,163.22000122070312,164.44000244140625,136.65928649902344,136295600,0.0,0.0,0.0
2013-06-18,164.52999877929688,165.99000549316406,164.52000427246094,165.74000549316406,137.73965454101562,114695600,0.0,0.0,0.0
2013-06-19,165.60000610351562,165.88999938964844,163.3800048828125,163.4499969482422,135.83656311035156,206149500,0.0,0.0,0.0
2013-06-20,161.86000061035156,163.47000122070312,158.97999572753906,159.39999389648438,132.4707794189453,321255900,0.0,0.0,0.0
2013-06-21,159.63999938964844,159.75999450683594,157.47000122070312,159.07000732421875,132.89599609375,271956800,0.839,0.0,0.0
2013-06-24,157.41000366210938,158.42999267578125,155.72999572753906,157.05999755859375,131.2167205810547,222329000,0.0,0.0,0.0
2013-06-25,158.47999572753906,160.10000610351562,157.4199981689453,158.57000732421875,132.478271484375,162262200,0.0,0.0,0.0
2013-06-26,159.8699951171875,160.5,159.25,160.13999938964844,133.7899169921875,134848000,0.0,0.0,0.0
2013-06-27,161.10000610351562,161.82000732421875,160.9499969482422,161.0800018310547,134.5752410888672,129483700,0.0,0.0,0.0
2013-06-28,160.6300048828125,161.39999389648438,159.86000061035156,160.4199981689453,134.0238494873047,160402900,0.0,0.0,0.0
2013-07-01,161.25999450683594,162.47999572753906,161.0800018310547,161.36000061035156,134.80923461914062,131954800,0.0,0.0,0.0
2013-07-02,161.1199951171875,162.3000030517578,160.5,161.2100067138672,134.68385314941406,154863700,0.0,0.0,0.0
2013-07-03,160.47999572753906,161.77000427246094,160.22000122070312,161.27999877929688,134.74229431152344,75216400,0.0,0.0,0.0
2013-07-05,162.47000122070312,163.0800018310547,161.3000030517578,163.02000427246094,136.19602966308594,122416900,0.0,0.0,0.0
2013-07-08,163.86000061035156,164.38999938964844,163.0800018310547,163.9499969482422,136.97300720214844,108092500,0.0,0.0,0.0
2013-07-09,164.97999572753906,165.3300018310547,164.27000427246094,165.1300048828125,137.9588165283203,119298000,0.0,0.0,0.0
2013-07-10,164.97000122070312,165.75,164.6300048828125,165.19000244140625,138.0089874267578,121410100,0.0,0.0,0.0
2013-07-11,167.11000061035156,167.61000061035156,165.17999267578125,167.44000244140625,139.8887481689453,135592200,0.0,0.0,0.0
2013-07-12,167.38999938964844,167.92999267578125,167.1300048828125,167.50999450683594,139.947265625,104212700,0.0,0.0,0.0
2013-07-15,167.97000122070312,168.38999938964844,167.67999267578125,168.14999389648438,140.48193359375,69450600,0.0,0.0,0.0
2013-07-16,168.25999450683594,168.36000061035156,167.07000732421875,167.52000427246094,139.95558166503906,88702100,0.0,0.0,0.0
2013-07-17,168.16000366210938,168.47999572753906,167.72999572753906,167.9499969482422,140.3148193359375,92873900,0.0,0.0,0.0
2013-07-18,168.30999755859375,169.27000427246094,168.1999969482422,168.8699951171875,141.08340454101562,103620100,0.0,0.0,0.0
2013-07-19,168.52000427246094,169.22999572753906,168.30999755859375,169.1699981689453,141.33412170410156,103831700,0.0,0.0,0.0
2013-07-22,169.41000366210938,169.74000549316406,169.00999450683594,169.5,141.6098175048828,79428600,0.0,0.0,0.0
2013-07-23,169.8000030517578,169.8300018310547,169.0500030517578,169.13999938964844,141.30905151367188,80829700,0.0,0.0,0.0
2013-07-24,169.7899932861328,169.86000061035156,168.17999267578125,168.52000427246094,140.79103088378906,112914000,0.0,0.0,0.0
2013-07-25,168.22000122070312,169.0800018310547,167.94000244140625,168.92999267578125,141.13352966308594,111088600,0.0,0.0,0.0
2013-07-26,168.22000122070312,169.16000366210938,167.52000427246094,169.11000061035156,141.28396606445312,107814600,0.0,0.0,0.0
2013-07-29,168.67999267578125,169.05999755859375,168.11000061035156,168.58999633789062,140.8494873046875,79695000,0.0,0.0,0.0
2013-07-30,169.10000610351562,169.27999877929688,168.19000244140625,168.58999633789062,140.8494873046875,85209600,0.0,0.0,0.0
2013-07-31,168.94000244140625,169.85000610351562,168.49000549316406,168.7100067138672,140.9497833251953,142388700,0.0,0.0,0.0
2013-08-01,169.99000549316406,170.80999755859375,169.89999389648438,170.66000366210938,142.5789337158203,110438400,0.0,0.0,0.0
2013-08-02,170.27999877929688,170.97000122070312,170.0500030517578,170.9499969482422,142.82122802734375,91116700,0.0,0.0,0.0
2013-08-05,170.57000732421875,170.9600067138672,170.35000610351562,170.6999969482422,142.61236572265625,54072700,0.0,0.0,0.0
2013-08-06,170.3699951171875,170.74000549316406,169.35000610351562,169.72999572753906,141.80194091796875,87495000,0.0,0.0,0.0
2013-08-07,169.19000244140625,169.42999267578125,168.5500030517578,169.17999267578125,141.3424530029297,84854700,0.0,0.0,0.0
2013-08-08,169.97999572753906,170.17999267578125,168.92999267578125,169.8000030517578,141.86041259765625,102181300,0.0,0.0,0.0
2013-08-09,169.5800018310547,170.10000610351562,168.72000122070312,169.30999755859375,141.45111083984375,91757700,0.0,0.0,0.0
2013-08-12,168.4600067138672,169.30999755859375,168.3800048828125,169.11000061035156,141.28396606445312,68593300,0.0,0.0,0.0
2013-08-13,169.41000366210938,169.89999389648438,168.41000366210938,169.61000061035156,141.70166015625,80806000,0.0,0.0,0.0
2013-08-14,169.52999877929688,169.8000030517578,168.6999969482422,168.74000549316406,140.97482299804688,79829200,0.0,0.0,0.0
2013-08-15,167.41000366210938,167.42999267578125,166.08999633789062,166.3800048828125,139.003173828125,152931800,0.0,0.0,0.0
2013-08-16,166.05999755859375,166.6300048828125,165.5,165.8300018310547,138.54368591308594,130868200,0.0,0.0,0.0
2013-08-19,165.63999938964844,166.2100067138672,164.75999450683594,164.77000427246094,137.65806579589844,96437600,0.0,0.0,0.0
2013-08-20,165.0399932861328,166.1999969482422,164.86000061035156,165.5800018310547,138.3348388671875,89294400,0.0,0.0,0.0
2013-08-21,165.1199951171875,166.02999877929688,164.19000244140625,164.55999755859375,137.48260498046875,159530500,0.0,0.0,0.0
2013-08-22,164.89999389648438,166.3000030517578,164.88999938964844,166.05999755859375,138.73583984375,101471400,0.0,0.0,0.0
2013-08-23,166.5500030517578,166.8300018310547,165.77000427246094,166.6199951171875,139.20370483398438,90888900,0.0,0.0,0.0
2013-08-26,166.7899932861328,167.3000030517578,165.88999938964844,166.0,138.68568420410156,89702100,0.0,0.0,0.0
2013-08-27,164.36000061035156,166.0,163.2100067138672,163.3300018310547,136.45501708984375,158619400,0.0,0.0,0.0
2013-08-28,163.25999450683594,164.49000549316406,163.0500030517578,163.91000366210938,136.9395751953125,108113000,0.0,0.0,0.0
2013-08-29,163.5500030517578,165.0399932861328,163.39999389648438,164.1699981689453,137.15684509277344,119200500,0.0,0.0,0.0
2013-08-30,164.50999450683594,164.52999877929688,163.1699981689453,163.64999389648438,136.72235107421875,134928900,0.0,0.0,0.0
2013-09-03,165.22999572753906,165.5800018310547,163.6999969482422,164.38999938964844,137.34060668945312,142375100,0.0,0.0,0.0
2013-09-04,164.42999267578125,166.02999877929688,164.1300048828125,165.75,138.47683715820312,97389400,0.0,0.0,0.0
2013-09-05,165.85000610351562,166.39999389648438,165.72999572753906,165.9600067138672,138.65228271484375,63090500,0.0,0.0,0.0
2013-09-06,166.50999450683594,166.97999572753906,164.47999572753906,166.0399932861328,138.71913146972656,159756500,0.0,0.0,0.0
2013-09-09,166.4499969482422,167.72999572753906,166.4499969482422,167.6300048828125,140.0474853515625,87559300,0.0,0.0,0.0
2013-09-10,168.63999938964844,168.89999389648438,168.25999450683594,168.8699951171875,141.08340454101562,105847200,0.0,0.0,0.0
2013-09-11,168.63999938964844,169.39999389648438,168.35000610351562,169.39999389648438,141.52627563476562,94545900,0.0,0.0,0.0
2013-09-12,169.33999633789062,169.55999755859375,168.72000122070312,168.9499969482422,141.15028381347656,83209000,0.0,0.0,0.0
2013-09-13,169.1300048828125,169.4600067138672,168.74000549316406,169.3300018310547,141.4677276611328,72727800,0.0,0.0,0.0
2013-09-16,171.16000366210938,171.24000549316406,170.0399932861328,170.30999755859375,142.28648376464844,106299200,0.0,0.0,0.0
2013-09-17,170.4600067138672,171.11000061035156,170.4600067138672,171.07000732421875,142.92149353027344,82523300,0.0,0.0,0.0
2013-09-18,171.00999450683594,173.52000427246094,170.5800018310547,173.0500030517578,144.57565307617188,203460600,0.0,0.0,0.0
2013-09-19,173.52000427246094,173.60000610351562,172.58999633789062,172.75999450683594,144.3333282470703,146616900,0.0,0.0,0.0
2013-09-20,172.3300018310547,172.3300018310547,170.5800018310547,170.72000122070312,143.3242645263672,132867100,0.838,0.0,0.0
2013-09-23,170.49000549316406,170.64999389648438,169.38999938964844,169.92999267578125,142.66099548339844,104616500,0.0,0.0,0.0
2013-09-24,169.89999389648438,170.52999877929688,169.2100067138672,169.52999877929688,142.3252410888672,106333100,0.0,0.0,0.0
2013-09-25,169.63999938964844,169.97999572753906,168.88999938964844,169.0399932861328,141.9138946533203,117306500,0.0,0.0,0.0
2013-09-26,169.32000732421875,170.1699981689453,169.0500030517578,169.69000244140625,142.45960998535156,77146900,0.0,0.0,0.0
2013-09-27,168.83999633789062,169.13999938964844,168.47000122070312,168.91000366210938,141.80471801757812,99141800,0.0,0.0,0.0
2013-09-30,167.47999572753906,168.5399932861328,167.14999389648438,168.00999450683594,141.0491485595703,143937000,0.0,0.0,0.0
2013-10-01,168.13999938964844,169.5,167.97000122070312,169.33999633789062,142.16571044921875,127160000,0.0,0.0,0.0
2013-10-02,168.35000610351562,169.33999633789062,167.8300018310547,169.17999267578125,142.03140258789062,113350000,0.0,0.0,0.0
2013-10-03,168.7899932861328,168.94000244140625,166.83999633789062,167.6199951171875,140.7216796875,176698000,0.0,0.0,0.0
2013-10-04,167.75,169.05999755859375,167.52999877929688,168.88999938964844,141.78790283203125,96878000,0.0,0.0,0.0
2013-10-07,167.4199981689453,168.4499969482422,167.25,167.42999267578125,140.5622100830078,96295000,0.0,0.0,0.0
2013-10-08,167.39999389648438,167.6199951171875,165.36000061035156,165.47999572753906,138.9251251220703,178015000,0.0,0.0,0.0
2013-10-09,165.8000030517578,166.1999969482422,164.52999877929688,165.60000610351562,139.02589416503906,168973000,0.0,0.0,0.0
2013-10-10,167.2899932861328,169.25999450683594,167.22999572753906,169.1699981689453,142.02304077148438,195955000,0.0,0.0,0.0
2013-10-11,168.91000366210938,170.32000732421875,168.77000427246094,170.25999450683594,142.9380340576172,105040000,0.0,0.0,0.0
2013-10-14,169.2100067138672,171.0800018310547,169.0800018310547,170.94000244140625,143.50897216796875,112106000,0.0,0.0,0.0
2013-10-15,170.50999450683594,171.14999389648438,169.47000122070312,169.6999969482422,142.46792602539062,155485000,0.0,0.0,0.0
2013-10-16,170.72000122070312,172.16000366210938,170.63999938964844,172.07000732421875,144.4576416015625,161676000,0.0,0.0,0.0
2013-10-17,171.3699951171875,173.32000732421875,171.33999633789062,173.22000122070312,145.4230499267578,129389000,0.0,0.0,0.0
2013-10-18,173.86000061035156,174.50999450683594,173.50999450683594,174.38999938964844,146.4053192138672,138316000,0.0,0.0,0.0
2013-10-21,174.4499969482422,174.75,174.00999450683594,174.39999389648438,146.41371154785156,104104000,0.0,0.0,0.0
2013-10-22,174.91000366210938,175.92999267578125,174.42999267578125,175.41000366210938,147.26165771484375,126663000,0.0,0.0,0.0
2013-10-23,174.80999755859375,174.88999938964844,173.9600067138672,174.57000732421875,146.5564727783203,105484000,0.0,0.0,0.0
2013-10-24,174.9199981689453,175.3699951171875,174.50999450683594,175.14999389648438,147.04336547851562,70350000,0.0,0.0,0.0
2013-10-25,175.50999450683594,176.0,175.1699981689453,175.9499969482422,147.7150115966797,93625000,0.0,0.0,0.0
2013-10-28,175.88999938964844,176.47000122070312,175.6999969482422,176.22999572753906,147.9500732421875,84979000,0.0,0.0,0.0
2013-10-29,176.6300048828125,177.24000549316406,176.3800048828125,177.1699981689453,148.73916625976562,87401000,0.0,0.0,0.0
2013-10-30,177.3800048828125,177.50999450683594,175.66000366210938,176.2899932861328,148.00042724609375,140002000,0.0,0.0,0.0
2013-10-31,176.14999389648438,176.88999938964844,175.52999877929688,175.7899932861328,147.58065795898438,133795000,0.0,0.0,0.0
2013-11-01,176.02000427246094,176.61000061035156,175.22000122070312,176.2100067138672,147.9332733154297,142805000,0.0,0.0,0.0
2013-11-04,176.69000244140625,176.89999389648438,175.97999572753906,176.8300018310547,148.45375061035156,85677000,0.0,0.0,0.0
2013-11-05,176.13999938964844,176.75,175.57000732421875,176.27000427246094,147.98367309570312,85825000,0.0,0.0,0.0
2013-11-06,177.02999877929688,177.5,176.5399932861328,177.1699981689453,148.73916625976562,87348000,0.0,0.0,0.0
2013-11-07,177.5,177.63999938964844,174.75999450683594,174.92999267578125,146.85867309570312,157000000,0.0,0.0,0.0
2013-11-08,174.8699951171875,177.30999755859375,174.85000610351562,177.2899932861328,148.83998107910156,136713000,0.0,0.0,0.0
2013-11-11,177.1199951171875,177.52999877929688,176.91000366210938,177.32000732421875,148.86520385742188,62614000,0.0,0.0,0.0
2013-11-12,176.94000244140625,177.36000061035156,176.3699951171875,176.9600067138672,148.56292724609375,83990000,0.0,0.0,0.0
2013-11-13,176.08999633789062,178.42999267578125,176.08999633789062,178.3800048828125,149.7550506591797,103844000,0.0,0.0,0.0
2013-11-14,178.5399932861328,179.4199981689453,178.25,179.27000427246094,150.5022430419922,103435000,0.0,0.0,0.0
2013-11-15,179.55999755859375,180.1199951171875,179.3300018310547,180.0500030517578,151.15708923339844,102818000,0.0,0.0,0.0
2013-11-18,180.35000610351562,180.5,179.02000427246094,179.4199981689453,150.628173828125,104796000,0.0,0.0,0.0
