Date,Open,High,Low,Close,Volume,rsi,awesome_oscillator,force_index,ease_of_movement,ease_of_movement_signal,bbands_upper,bbands_middle,bbands_lower,atr,macd,macd_signal,aroon,aroon_up,aroon_down
2015-11-23,33.57500076,34.13850021,33.50600052,33.94950104,87702000,71.33700172,2.08703369,18776588.30989481,0.47688752,0.03333815,34.20035292,33.0211998,31.84204668,0.78138472,0.84838186,0.92907311,95.0,100.0,5.0
2015-11-24,33.70700073,33.79000092,33.0605011,33.55749893,90868000,65.10361923,2.10024242,8886218.19138322,-0.31871612,0.00728537,34.29991738,33.07854958,31.85718177,0.79214624,0.81910875,0.90708024,90.0,95.0,5.0
2015-11-25,33.75,33.98500061,33.56200027,33.76699829,53958000,66.82498003,2.08285081,9325845.1420377,0.27300795,-0.01252529,34.33177412,33.08899956,31.84622499,0.75568179,0.80139381,0.88594295,70.0,90.0,20.0
2015-11-27,34.04000092,34.04949951,33.60499954,33.6629982,39336000,65.054951,1.9864255,6886428.27960933,0.0607369,-0.00753443,34.41408564,33.1272995,31.84051336,0.7245636,0.76539888,0.86183414,70.0,85.0,15.0
2015-11-30,33.79499817,34.0644989,33.22999954,33.24000168,113864000,58.10022638,1.90480846,-3122754.29244677,-0.13192066,0.0651696,34.33619049,33.23954964,32.14290879,0.73555718,0.68887654,0.82724262,70.0,80.0,10.0
2015-12-01,33.6875,34.04999924,33.39300156,33.95299911,95024000,65.08993277,1.71592512,9763540.74403503,0.0513374,0.15218714,34.40585619,33.39579964,32.38574308,0.74300122,0.68203291,0.79820068,95.0,100.0,5.0
2015-12-02,34.04999924,34.24100113,33.71250153,33.80049896,85470000,62.60785227,1.63390013,5618499.14663102,0.15783318,0.12903541,34.1699119,33.55934944,32.94878698,0.72155106,0.65195328,0.7689512,90.0,95.0,5.0
2015-12-03,33.97200012,34.13949966,33.07400131,33.3125,101294000,55.13273988,1.41180013,-4390567.40686244,-0.38919905,0.04611598,34.15423338,33.57289963,32.99156587,0.75594579,0.57614632,0.73039022,55.0,90.0,35.0
2015-12-04,33.29999924,33.73899841,33.06999969,33.63199997,90696000,58.71829163,1.15195007,1676330.16387214,-0.14918624,-0.00674677,34.10157904,33.62974968,33.15792032,0.74725108,0.53771525,0.69185523,55.0,85.0,30.0
2015-12-07,33.73699951,33.77299881,33.02500153,33.49150085,74656000,56.5116848,1.00134192,-535566.58023388,-0.00550947,0.00252714,34.09805704,33.6366497,33.17524237,0.7473257,0.48779076,0.65104233,55.0,80.0,25.0
2015-12-08,33.15650177,33.99950027,32.98949814,33.86650085,73038000,60.87232957,0.84457506,4541672.79799046,0.13206034,-0.03195558,34.06948845,33.62834969,33.18721093,0.77359334,0.47485461,0.61580479,55.0,75.0,20.0
2015-12-09,33.90000153,33.95000076,32.7840004,33.23949814,103164000,51.31348718,0.62725824,-8044832.83802112,-0.144104,-0.01449437,34.09558137,33.59654961,33.09751784,0.81283405,0.40276996,0.57319783,55.0,70.0,15.0
2015-12-10,33.27949905,33.42649841,32.97800064,33.11600113,69110000,49.60863335,0.4618914,-8133932.01495496,-0.1069172,-0.05248688,34.09076237,33.53144989,32.97213741,0.77640042,0.33174185,0.52490663,55.0,65.0,10.0
2015-12-11,32.56150055,32.89400101,31.9810009,32.00749969,109488000,37.26177493,0.22301677,-28721872.56523658,-0.63770964,-0.12233153,34.42667859,33.36590004,32.30512149,0.8122604,0.17744399,0.4554141,-40.0,60.0,100.0
2015-12-14,32.08750153,32.92950058,31.76350021,32.89550018,86594000,48.63965975,-0.01903321,-9518711.32024328,-0.12253353,-0.12139282,34.42811489,33.33144989,32.23478489,0.8476344,0.13703404,0.39173809,-40.0,55.0,95.0
2015-12-15,33.25149918,33.57500076,32.86750031,32.93199921,95068000,49.06155103,-0.1401913,-7157147.59653428,0.6509931,-0.06142725,34.26388915,33.2293499,32.19481065,0.833621,0.10790738,0.33497195,-40.0,50.0,90.0
2015-12-16,33.1780014,33.86750031,32.9659996,33.78850174,79290000,58.0470136,-0.20089143,6491803.93707521,0.22227628,-0.05498294,34.26006176,33.22815018,32.19623859,0.84380901,0.15863363,0.29970429,-40.0,45.0,85.0
2015-12-17,34.0,34.125,33.53250122,33.53250122,73632000,54.83468643,-0.14214954,1884234.09393511,0.3315269,0.01708965,34.29758114,33.2501503,32.20271946,0.81867799,0.17127278,0.27401798,-40.0,40.0,80.0
2015-12-18,33.43249893,33.84199905,33.20650101,33.20700073,136826000,50.85845765,0.04113356,-6555977.52488406,-0.14142745,0.01786553,34.22367571,33.20765038,32.19162505,0.80035999,0.14948141,0.24911067,-40.0,35.0,75.0
2015-12-21,33.42499924,33.49499893,32.94649887,33.2254982,65018000,51.08243235,0.20384159,-5145314.64543736,-0.25603739,-0.00718726,34.17973733,33.18105011,32.18236289,0.775174,0.13236322,0.22576118,-40.0,30.0,70.0
2015-12-22,33.34149933,33.42449951,32.96300125,33.15750122,53356000,50.14886399,0.18339157,-4869447.76421349,-0.02335214,-0.02272851,33.99871847,33.11015015,32.22158182,0.74380643,0.11151213,0.20291137,-40.0,25.0,65.0
2015-12-23,33.32500076,33.33000183,32.83150101,33.18500137,54458000,50.55493361,0.10288347,-3711802.11442352,-0.10343765,-0.01866187,33.99069347,33.10470047,32.21870747,0.71927587,0.09652693,0.18163448,-40.0,20.0,60.0
2015-12-24,33.16749954,33.23400116,33.02999878,33.13949966,21824000,49.80902846,-0.02485835,-3217479.78396015,0.04790518,-0.00317963,33.99327536,33.10705032,32.22082529,0.66774852,0.07982298,0.16127218,-40.0,15.0,55.0
2015-12-28,33.27799988,33.77500153,33.27500153,33.75999832,75672000,58.9794995,-0.0256581,5904675.52033232,0.25967436,0.08655877,33.87346561,33.28230019,32.69113476,0.66452385,0.11979833,0.15297741,-40.0,10.0,50.0
2015-12-29,33.89899826,34.8219986,33.89450073,34.69850159,114700000,68.61612597,0.14610869,24403157.16012364,0.6737889,0.16619101,34.44333926,33.46260033,32.48186139,0.70427149,0.22857174,0.16809628,55.0,100.0,45.0
2015-12-30,34.5945015,34.7745018,34.31900024,34.45349884,70380000,64.2387504,0.32538379,16831075.25747509,0.12199867,0.11329157,34.68684513,33.61475029,32.54265545,0.6793945,0.283922,0.19126142,55.0,95.0,40.0
2015-12-31,34.30400085,34.38750076,33.79449844,33.79449844,74992000,53.95221532,0.4696084,4785469.25584965,-0.36038731,0.05502521,34.68783951,33.61534996,32.54286041,0.67735509,0.26292287,0.20559371,55.0,90.0,35.0
2016-01-04,32.8144989,32.88600159,31.37549973,31.84950066,186290000,35.37559495,0.29104185,-61963459.30500064,-1.58943566,-0.13707105,34.95750617,33.4470499,31.93659363,0.85151945,0.0744272,0.17936041,-15.0,85.0,100.0
2016-01-05,32.3429985,32.34550095,31.38249969,31.68950081,116452000,34.29624579,0.00659164,-54085067.10969779,-0.22058952,-0.14498726,35.13972611,33.29529991,31.45087372,0.86266763,-0.08025014,0.1274383,-20.0,80.0,100.0
2016-01-06,31.10000038,31.98950005,31.01549911,31.63249969,106584000,33.88697359,-0.50927499,-45356037.94848409,-0.3303517,-0.15241869,35.23466991,33.13600006,31.03733021,0.87380096,-0.1982971,0.06229122,-25.0,75.0,100.0
2016-01-07,31.09000015,31.5,30.26049995,30.39699936,141498000,26.32207912,-1.14450852,-68895090.41238497,-0.54508079,-0.20459155,35.52458218,32.85994987,30.19531757,0.92362084,-0.38921852,-0.02801073,-30.0,70.0,100.0
2016-01-08,30.9829998,31.20700073,30.29999924,30.35250092,110258000,26.08900873,-1.72295008,-57260766.59101251,-0.10426675,-0.20467446,35.61840983,32.57669983,29.53498983,0.92195891,-0.52766292,-0.12794117,-35.0,65.0,100.0
2016-01-11,30.62400055,30.99250031,29.92849922,30.88699913,97832000,33.90034031,-1.9465669,-37342258.23943725,-0.31866113,-0.24133109,35.52389162,32.35144978,29.17900793,0.93616312,-0.57473382,-0.2172997,-35.0,60.0,95.0
2016-01-12,31.26250076,31.29949951,30.61199951,30.89450073,94482000,34.00909935,-2.03250039,-30423890.1274495,0.36036938,-0.23126159,35.19402463,32.06490002,28.93577541,0.91129681,-0.59897692,-0.29363514,-35.0,55.0,90.0
2016-01-13,31.04400063,31.04400063,28.95800018,29.09049988,153104000,23.6231841,-2.2112586,-75110409.52721721,-1.30081974,-0.42872245,34.5533478,31.50409985,28.45485189,1.02876717,-0.76274176,-0.38745647,-50.0,50.0,100.0
2016-01-14,29.01250076,30.11249924,28.49399948,29.64999962,144760000,30.89555875,-2.37938369,-46727938.25875211,-0.78012565,-0.51893489,33.52783901,31.02374992,28.51966083,1.08774043,-0.8223211,-0.47442939,-50.0,45.0,95.0
2016-01-15,28.61199951,29.2310009,28.26499939,28.50900078,155690000,25.41268701,-2.60619195,-70530514.83921427,-0.34451254,-0.51734741,32.64270315,30.49520016,28.34769716,1.11746641,-0.95097374,-0.56973826,-60.0,40.0,100.0
2016-01-19,28.85449982,29.20000076,28.32250023,28.72400093,96144000,28.08473452,-2.78452514,-53948425.83746437,0.01209352,-0.35719449,32.36031543,30.18265018,28.00498494,1.09346982,-1.0111283,-0.65801627,-60.0,35.0,95.0
2016-01-20,28.21800041,28.92250061,27.35899925,28.58849907,159328000,27.3974241,-3.17206675,-48064937.61257738,-0.60890332,-0.39602587,31.98580935,29.87255001,27.75929067,1.14047298,-1.04988134,-0.73638928,-60.0,30.0,90.0
2016-01-21,28.67900085,29.44050026,28.4109993,28.75099945,99044000,29.69021777,-3.23800853,-36399551.17714738,0.81595866,-0.28139484,31.42774596,29.58439999,27.74105401,1.12937578,-1.0463196,-0.79837535,-60.0,25.0,85.0
2016-01-22,29.43650055,30.00499916,29.20549965,29.81900024,102402000,42.86614419,-3.04796686,-9896829.64465024,0.53051661,-0.1738351,31.29929545,29.52660007,27.7539047,1.14183817,-0.9330973,-0.82531974,-60.0,20.0,80.0
2016-01-25,29.89949989,30.42499924,29.72800064,29.82649994,87922000,42.94956106,-2.67258355,-7977517.31501656,0.37358222,-0.1260502,31.17532678,29.47399998,27.77267317,1.09735421,-0.83247653,-0.82675109,-60.0,15.0,75.0
2016-01-26,30.17250061,30.22500038,29.5189991,30.0625,75314000,45.72047127,-2.33942537,-3295403.51286778,-0.19170062,-0.11335415,30.87722406,29.39155006,27.90587607,1.05821892,-0.72314294,-0.80602946,-60.0,10.0,70.0
2016-01-27,30.09950066,30.16950035,28.93899918,29.16749954,103058000,37.95302152,-1.96061703,-19466595.08802064,-0.37938997,-0.18733008,30.31632936,29.21884995,28.12137053,1.07544714,-0.70717495,-0.78625856,-60.0,5.0,65.0
2016-01-28,30.4185009,31.90299988,29.87750053,31.76749992,280304000,59.92760652,-1.51917528,116580150.73298134,0.96540471,0.03929236,31.35990658,29.48654995,27.61319331,1.24145246,-0.45800078,-0.72060701,-55.0,5.0,60.0
2016-01-29,28.59900093,29.64999962,28.5,29.35000038,293552000,43.87440213,-1.48701684,-33645663.14984411,-0.71113032,0.0461919,31.32808338,29.45655003,27.58501667,1.44405721,-0.47492374,-0.67147035,-50.0,5.0,55.0
2016-02-01,28.90749931,29.09000015,28.51549911,28.7404995,127102000,40.81183015,-1.58796689,-41613502.84741994,-0.12305708,0.06833744,31.30902899,29.4796999,27.6503708,1.38310162,-0.53199798,-0.64357588,-45.0,5.0,50.0
2016-02-02,28.5,28.57799911,27.50449944,27.60499954,126240000,35.65932451,-1.76120027,-60110232.18810567,-0.64755259,0.00237283,31.48291833,29.36779976,27.25268119,1.36839146,-0.66334734,-0.64753017,-15.0,85.0,100.0
2016-02-03,27.67499924,27.79999924,26.09499931,26.55349922,200974000,31.5596919,-2.06332534,-87603685.49918053,-0.92790295,-0.02952713,31.85377347,29.16429977,26.47482607,1.40205231,-0.84013244,-0.68605063,-20.0,80.0,100.0
2016-02-04,26.25,26.94949913,25.96100044,26.81299973,123982000,33.6513477,-2.72480879,-65826035.1484384,-0.39246663,-0.15036966,32.00795811,28.9704998,25.93304149,1.36069694,-0.93398401,-0.7356373,-20.0,75.0,95.0
2016-02-05,26.4640007,26.47249985,24.95949936,25.10650063,194178000,27.50849106,-3.14735047,-114105770.97375005,-0.57601061,-0.26102238,32.24385416,28.49924984,24.75464552,1.40997729,-1.1350345,-0.81551674,-30.0,70.0,100.0
2016-02-08,24.32349968,24.67499924,23.76049995,24.40500069,196510000,25.39142658,-3.76891708,-118423222.25233757,-0.69724114,-0.36810472,32.29839795,27.95709991,23.61580187,1.40357963,-1.32494573,-0.91740254,-35.0,65.0,100.0
2016-02-09,23.90049934,24.91900063,23.70000076,24.10350037,141558000,24.4913136,-4.22118349,-104651687.726472,0.07900972,-0.34103369,32.00807951,27.36119995,22.7143204,1.38512165,-1.46869051,-1.02766013,-40.0,60.0,100.0
2016-02-10,24.58799934,25.2329998,24.29999924,24.52400017,135724000,28.42334374,-4.36543338,-75247396.30762082,0.31415237,-0.27167945,31.65561034,26.89685001,22.13808968,1.35955943,-1.51326021,-1.12478015,-40.0,55.0,95.0
2016-02-11,24.55850029,25.46500015,24.20000076,25.19099998,147948000,34.44026748,-4.37245827,-43623998.9953421,0.05643276,-0.36257665,29.78750431,26.23920002,22.69089573,1.35010342,-1.46230082,-1.19228428,-40.0,50.0,90.0
2016-02-12,25.53499985,25.83749962,25.07449913,25.35400009,107696000,35.90331467,-4.12143326,-32500642.90470284,0.44173412,-0.2472902,28.73689918,25.83959999,22.9423008,1.29139313,-1.38514384,-1.23085619,-40.0,45.0,85.0
2016-02-16,25.97400093,26.22249985,25.58300018,26.05500031,102370000,42.07976857,-3.51149152,-13543909.30955845,0.27908263,-0.20707623,27.7524116,25.57105007,23.38968854,1.24910379,-1.24334981,-1.23335492,-40.0,40.0,80.0
2016-02-17,26.43700027,26.87400055,25.96949959,26.70499992,96480000,47.31069426,-2.89874163,320794.78232505,0.48656307,-0.09366467,27.37459041,25.48105011,23.58750981,1.21464351,-1.0605785,-1.19879963,-40.0,35.0,75.0
2016-02-18,27.05949974,27.05999947,26.18650055,26.25,94700000,44.20555674,-2.35269985,-7571802.95536376,0.18586059,0.01771169,27.28325718,25.45070019,23.61814319,1.18052905,-0.9463092,-1.14830155,-40.0,30.0,70.0
2016-02-19,26.03549957,26.79750061,25.76749992,26.74500084,99494000,48.3067257,-1.88869991,2759363.67264561,-0.35275742,0.02168261,27.2565839,25.4439003,23.6312167,1.16547621,-0.80247671,-1.07913658,-40.0,25.0,65.0
2016-02-22,27.11000061,28.03249931,27.05400085,27.97500038,111332000,57.02764677,-1.36001644,27155535.5569382,1.10807473,0.19009114,28.0703532,25.73075027,23.39114735,1.17767844,-0.57561414,-0.97843209,-40.0,20.0,60.0
2016-02-23,27.77750015,27.84550095,27.26650047,27.64699936,81016000,54.31272306,-0.92278299,17386650.76007568,0.00911254,0.26072651,28.46722688,26.05495014,23.6426734,1.13076059,-0.42610793,-0.86796726,-40.0,15.0,55.0
2016-02-24,27.28750038,27.71349907,26.65749931,27.70199966,124634000,54.71440257,-0.66086648,15471788.44647616,-0.31391876,0.22143366,28.62001152,26.41480007,24.20958862,1.1232845,-0.30329408,-0.75503262,-40.0,10.0,50.0
2016-02-25,27.77599907,27.96949959,27.26449966,27.75749969,90510000,55.15645113,-0.3508249,13572064.68568885,0.33610405,0.22362883,28.670978,26.73815002,24.80532205,1.08145605,-0.20232288,-0.64449068,-40.0,5.0,45.0
2016-02-26,28.00600052,28.125,27.65850067,27.7614994,97540000,55.19147494,0.04133345,11175349.60129026,0.13140355,0.23112591,28.70778677,26.99519997,25.28261316,1.01996037,-0.12372825,-0.54033819,-35.0,5.0,40.0
2016-02-29,27.70000076,28.2404995,27.62549973,27.62599945,82908000,53.61524433,0.16495835,7100916.90927876,0.03059813,0.19001231,28.56710162,27.2223999,25.87769819,0.97946431,-0.07513693,-0.44729794,-30.0,5.0,35.0
2016-03-01,27.81450081,28.96249962,27.79999924,28.95199966,100770000,64.60622758,0.34223312,30104575.93064525,0.51710885,0.21381493,28.96949337,27.51209984,26.05470631,1.0151679,0.07693956,-0.34245044,70.0,100.0,30.0
2016-03-02,29.08749962,29.25,28.68499947,29.01049995,91644000,65.01261909,0.69175825,25605780.4103739,0.36143308,0.20130193,29.33917724,27.74264984,26.14612244,0.97015116,0.19324833,-0.23531068,75.0,100.0,25.0
2016-03-03,28.89800072,28.99349976,28.65550041,28.87450027,54826000,63.13995705,0.91046667,19594489.71178696,-0.08815852,0.17390002,29.38154907,28.00509987,26.62865066,0.908636,0.26422588,-0.13540337,75.0,95.0,20.0
2016-03-04,29.05349922,29.06999969,28.55349922,28.75699997,68330000,61.44101439,1.09826651,14572074.15461458,-0.00963809,0.20821196,29.35681639,28.20629978,27.05578317,0.86942245,0.30201917,-0.04791886,75.0,90.0,15.0
2016-03-07,28.67700005,28.68149948,27.77750015,28.13999939,98538000,53.10407979,1.20342487,868423.73819717,-0.53416274,0.04398821,29.36427155,28.22279968,27.08132782,0.88043018,0.2713463,0.01593417,75.0,85.0,10.0
2016-03-08,27.89349937,28.56749916,27.73699951,28.01300049,94600000,51.50571708,1.22176654,-1473852.59044521,-0.06781871,0.03629508,29.34686824,28.2593998,27.17193135,0.87543713,0.23294619,0.05933657,75.0,80.0,5.0
2016-03-09,27.97800064,28.01749992,27.50650024,27.9734993,87546000,50.97547228,1.05099993,-1834637.79145224,-0.22778567,0.04490839,29.32964938,28.28654976,27.24345014,0.83899339,0.19706641,0.08688254,70.0,75.0,5.0
2016-03-10,28.33699989,28.35000038,27.39500046,27.94650078,78398000,50.58002618,0.91665831,-1885909.09535568,0.13460524,0.02475851,29.31585755,28.30544987,27.29504218,0.85059404,0.16475612,0.10245726,65.0,70.0,5.0
2016-03-11,28.34749985,28.50300026,28.1364994,28.48049927,75426000,57.77817187,0.90394173,5780141.66015754,0.217322,0.03335036,29.32294455,28.37734985,27.43175515,0.82118458,0.18421883,0.11880957,60.0,65.0,5.0
2016-03-14,28.35000038,28.84449959,28.15250015,28.6685009,69084000,60.0541539,0.9769584,7090644.04790811,0.17905003,0.04819555,29.29324867,28.4816,27.66995133,0.80826607,0.21171355,0.13739037,55.0,60.0,5.0
2016-03-15,28.54999924,29.07600021,28.35000038,28.85099983,77536000,62.24905912,1.09210024,8374206.43603703,0.20084512,0.01656918,29.26171371,28.47150002,27.68128632,0.80003945,0.24420152,0.1587526,45.0,55.0,10.0
2016-03-16,28.83200073,29.06599998,28.55699921,28.71349907,70754000,59.51159757,1.27632513,5082763.6329361,0.07085991,-0.01248814,29.16852294,28.44179993,27.71507691,0.77093558,0.25211764,0.17742561,45.0,50.0,5.0
2016-03-17,28.47550011,28.56999969,27.75049973,27.97200012,118562000,47.10064735,1.29344997,-11825665.78600394,-0.45014361,-0.04868665,29.06494951,28.35154991,27.63815031,0.79014196,0.1894129,0.17982307,40.0,45.0,5.0
2016-03-18,28.04700089,28.11650085,27.30450058,27.60400009,145938000,42.24272913,1.12975845,-19440124.4528531,-0.25024072,-0.07274691,29.01953725,28.23624992,27.4529626,0.79232779,0.10785376,0.1654292,-60.0,40.0,100.0
2016-03-21,27.44549942,27.76199913,26.92900085,27.6989994,103114000,43.90230994,0.8448418,-14124509.24374615,-0.29486294,-0.04881693,29.03920918,28.19214993,27.34509067,0.79639484,0.05383626,0.14311061,-60.0,35.0,95.0
2016-03-22,27.25550079,28.13800049,27.25250053,28.02400017,80012000,49.42612782,0.52537514,-6828423.73682657,0.38707202,-0.00332786,29.03940382,28.19324989,27.34709597,0.80530535,0.04105564,0.12269962,-60.0,30.0,90.0
2016-03-23,28.04999924,28.62400055,27.90500069,28.48150063,79674000,56.17566981,0.28414202,1040542.66475331,0.51370679,0.07082138,29.09232658,28.24405003,27.39577347,0.7966748,0.07049417,0.11225853,-60.0,25.0,85.0
2016-03-24,28.35549927,29.17749977,28.35400009,29.14749908,103710000,63.95632757,0.27193371,13409662.210909,0.39801239,0.0971621,29.340342,28.36414986,27.38795771,0.79935729,0.14872786,0.1195524,20.0,100.0,80.0
2016-03-28,29.21999931,29.23749924,28.77799988,28.99349976,62430000,61.16625186,0.39220851,9223509.42977516,0.17811737,0.09324164,29.46208354,28.41544991,27.36881627,0.76537149,0.19073246,0.13378841,20.0,95.0,75.0
2016-03-29,29.00749969,29.79249954,28.82500076,29.69300079,87852000,68.17351164,0.65643352,18719701.37982136,0.33148671,0.1084853,29.81431748,28.51789989,27.22148231,0.78558422,0.27908691,0.16284811,30.0,100.0,70.0
2016-03-30,29.83550072,30.16200066,29.75,29.93449974,77810000,70.23388281,0.97347514,18732670.77935202,0.34271623,0.12267242,30.17287831,28.62624989,27.07962146,0.75392579,0.36056848,0.20239218,35.0,100.0,65.0
2016-03-31,29.9640007,30.03750038,29.61050034,29.68199921,53636000,65.32123448,1.17196674,12864345.42952177,-0.10508612,0.10507781,30.39562418,28.7230999,27.05057562,0.72123321,0.39278087,0.24046992,35.0,95.0,60.0
2016-04-01,29.52449989,29.95149994,29.41500092,29.92499924,58348000,67.73451969,1.25346683,13103294.58427047,-0.12941695,0.13715048,30.64956523,28.91839981,27.18723439,0.70275979,0.43086397,0.27854873,35.0,90.0,55.0
2016-04-04,29.95000076,29.97500038,29.52750015,29.65950012,49416000,62.45800256,1.28654197,8335440.24779267,0.06157913,0.16833246,30.65906014,29.12394981,27.58883949,0.67723384,0.42860758,0.3085605,35.0,85.0,50.0
2016-04-05,29.53849983,29.67350006,29.26250076,29.30699921,46178000,56.02021382,1.25423368,3860307.97051734,-0.25210163,0.17260859,30.4907127,29.28474979,28.07878688,0.65061038,0.38899592,0.32464758,35.0,80.0,45.0
2016-04-06,29.37599945,30.11949921,29.375,30.10400009,56998000,65.0661104,1.1394419,11417971.32929357,0.36475105,0.1703765,30.44876397,29.49274979,28.5367356,0.66679935,0.42194155,0.34410638,60.0,100.0,40.0
2016-04-07,29.93799973,29.97999954,29.45400047,29.57150078,63780000,56.44709185,1.03365847,3166920.86837664,-0.0249471,0.11651111,30.27988685,29.6017498,28.92361276,0.66511937,0.39291969,0.35386904,60.0,95.0,35.0
2016-04-08,29.7159996,29.89299965,29.45000076,29.72999954,51838000,58.27503735,0.96282508,4084982.33416385,-0.03888337,0.07282153,30.26855493,29.65999985,29.05144476,0.64290732,0.37835501,0.35876624,60.0,90.0,30.0
2016-04-11,29.80699921,30.20000076,29.74550056,29.79649925,54086000,59.07575269,0.93775848,3996204.33150671,0.25314942,0.08032474,30.15780531,29.7402998,29.32279428,0.62561671,0.36677931,0.36036885,60.0,85.0,25.0
2016-04-12,29.92000008,30.20299911,29.6154995,30.15850067,52822000,63.33191721,0.96013327,6746283.35450136,-0.07062781,0.04011328,30.27131357,29.78684978,29.302386,0.621805,0.38320125,0.36493533,80.0,100.0,20.0
2016-04-13,30.38400078,30.84049988,30.26449966,30.74099922,84566000,69.08107422,1.04880829,14475972.2744826,0.43813401,0.04965506,30.61858412,29.86749973,29.11641535,0.62782442,0.439155,0.37977926,85.0,100.0,15.0
2016-04-14,30.75349998,31.21899986,30.75349998,31.03750038,70242000,71.59950977,1.2353666,15630674.48955803,0.28745002,0.08890868,31.01519058,30.00304985,28.99090913,0.61284205,0.49864199,0.40355181,90.0,100.0,10.0
2016-04-15,31.09600067,31.33849907,30.90550041,31.29450035,57754000,73.66535631,1.44888318,15487420.2619089,0.10177561,0.11202793,31.41047567,30.13999996,28.86952426,0.59485771,0.5562944,0.43410033,95.0,100.0,5.0
2016-04-18,31.26749992,31.88199997,31.24799919,31.76749992,87218000,77.0753946,1.67555796,20172266.89364368,0.32202326,0.13807234,31.90112649,30.35079994,28.8004734,0.59877201,0.6302917,0.4733386,95.0,100.0,5.0
2016-04-19,31.85700035,31.90049934,31.04000092,31.39500046,81118000,69.23107498,1.87973312,11010688.97146951,-0.10051006,0.1532315,32.05273647,30.55960007,29.06646366,0.62494466,0.64190374,0.50705163,90.0,95.0,5.0
2016-04-20,31.5,31.82749939,31.14999962,31.64949989,52188000,71.43780764,1.95576639,11423621.25592046,0.02401572,0.11915797,32.30350138,30.71415005,29.12479871,0.63020017,0.66141904,0.53792511,85.0,90.0,5.0
2016-04-21,31.54999924,31.89100075,31.42499924,31.54999924,51926000,69.27937754,1.96024974,8407204.46937148,0.15189112,0.13684179,32.37030645,30.91199989,29.45369333,0.6137803,0.6557975,0.56149959,75.0,85.0,10.0
2016-04-22,31.2234993,31.41250038,30.57799911,31.02499962,101678000,58.85431408,1.8308081,-2826998.38195445,-0.54393863,0.08633626,32.26862445,31.0414999,29.81437535,0.64960228,0.5948258,0.56816483,75.0,80.0,5.0
2016-04-25,30.83049965,31.34900093,30.8125,31.30999947,53658000,62.27813483,1.64192492,467459.83520799,0.08548812,0.06957013,32.10006186,31.19284992,30.28563798,0.63829215,0.5640662,0.5673451,45.0,75.0,30.0
2016-04-26,31.30850029,31.33749962,30.74399948,30.84399986,50428000,54.09953998,1.47128315,-3890156.1336979,-0.04707811,0.07192511,31.91329272,31.26139984,30.60950696,0.63381295,0.49118243,0.55211257,45.0,70.0,25.0
2016-04-27,30.59000015,30.79750061,30.06399918,30.32850075,81376000,46.58072782,1.20242491,-10809992.46965198,-0.54983733,-0.02687203,32.03129221,31.22014999,30.40900778,0.64843172,0.38409224,0.5185085,45.0,65.0,20.0
2016-04-28,30.77700043,31.34000015,29.95999908,30.10000038,157452000,43.59655287,0.9395415,-15385964.68619608,0.19216323,-0.03640071,32.18060356,31.12639999,30.07219643,0.72158866,0.27838315,0.47048343,45.0,60.0,15.0
2016-04-29,33.29999924,33.49900055,32.70000076,32.97949982,206214000,70.26745429,1.19574998,95373864.6343288,0.94908726,0.04833046,32.83115015,31.29489994,29.75864973,0.98932981,0.44461779,0.4653103,90.0,100.0,10.0
2016-05-02,33.19599915,34.27500153,33.10150146,34.19250107,131570000,75.6555343,1.51799183,107050357.35956135,0.52511906,0.06864004,33.85988496,31.53740005,29.21491515,1.019947,0.66499734,0.50524771,95.0,100.0,5.0
2016-05-03,33.86800003,34.01499939,33.52149963,33.56600189,98468000,68.52878147,1.84940017,76370270.40966506,0.04009323,0.08270037,34.37048669,31.7545002,29.1385137,0.98505244,0.762378,0.55667377,85.0,95.0,10.0
2016-05-04,33.12950134,33.70000076,33.10699844,33.54499817,92710000,68.28915434,2.25367514,62130720.30377514,-0.23330551,0.05696824,34.76851669,31.94405003,29.11958336,0.94584743,0.81944512,0.60922804,85.0,90.0,5.0
2016-05-05,33.66550064,33.82450104,32.79999924,32.95449829,97682000,61.56443859,2.61786693,40346733.14382916,-0.09570365,0.03220877,34.95591058,32.08449993,29.21308928,0.95371287,0.79637456,0.64665734,80.0,85.0,5.0
2016-05-06,32.80250168,33.84749985,32.80049896,33.69749832,87306000,66.21563301,2.51082503,44805210.87483616,0.01409009,0.08801164,35.27595881,32.3517498,29.4275408,0.96304167,0.82983532,0.68329294,75.0,80.0,5.0
2016-05-09,33.69749832,34.34899902,33.57049942,33.98749924,79644000,67.90024913,2.40005792,40858233.06418591,0.62142908,0.14160574,35.60285545,32.61949978,29.6361441,0.94458746,0.86534384,0.71970312,10.0,75.0,65.0
2016-05-10,34.70000076,35.22750092,34.67499924,35.1534996,122112000,73.74817079,2.4485747,59317215.54683392,0.44860938,0.19117448,36.12698053,33.05044975,29.97391898,0.97412888,0.97759747,0.77128199,40.0,100.0,60.0
2016-05-11,35.28950119,35.95000076,35.08250046,35.66149902,146764000,75.87570492,2.68578323,62087908.52036323,0.33396346,0.27955456,36.42818899,33.58374958,30.73931017,0.96346603,1.08774885,0.83457536,45.0,100.0,55.0
2016-05-12,35.86899948,36.12250137,35.57550049,35.89649963,100964000,76.84044526,2.99230003,55113125.44821267,0.18027685,0.27836593,36.17132907,34.16339951,32.15546994,0.92181951,1.17080038,0.90182036,50.0,100.0,50.0
