Date,Open,High,Low,Close,Volume,AAPL,MSFT,GOOGL,TSLA,NVDA,META,NFLX
2013-11-01,18.28149986,18.28849983,17.80500031,17.95000076,66620000,18.57250023,35.52999878,25.70170212,10.8113327,3.81500006,49.75,47.0385704
2013-11-04,18.00600052,18.04999924,17.71999931,17.93700027,38768000,18.8125,35.93999863,25.67842865,11.68000031,3.70499992,48.22000122,48.22857285
2013-11-05,17.8390007,18.00849915,17.74200058,17.94449997,40142000,18.76607132,36.63999939,25.5635643,11.78733253,3.70000005,50.11000061,48.7857132
2013-11-06,18.02249908,18.14349937,17.72500038,17.80900002,45646000,18.60428619,38.18000031,25.59434319,10.07733345,3.7249999,49.11999893,47.94714355
2013-11-07,17.79299927,17.89500046,17.09399986,17.1779995,84926000,18.30321312,37.5,25.22397423,9.31799984,3.63750005,47.56000137,46.69428635
2013-11-08,17.29750061,17.55249977,17.20199966,17.51549911,53138000,18.59142876,37.77999878,25.42617607,9.19666672,3.8900001,47.52999878,47.84285736
2013-11-11,17.52949905,17.76849937,17.40299988,17.71899986,45234000,18.53750038,37.59000015,25.29003906,9.64666653,3.9224999,46.20000076,48.27285767
2013-11-12,17.64949989,17.77400017,17.36400032,17.47649956,46862000,18.57178688,37.36000061,25.3198204,9.18666744,3.93000007,46.61000061,47.67571259
2013-11-13,17.37000084,17.81100082,17.2840004,17.81100082,55466000,18.59392929,38.15999985,25.83758736,9.24666691,4.0374999,48.70999908,47.89714432
2013-11-14,17.86949921,18.4470005,17.82150078,18.37000084,83196000,18.86285782,38.02000046,25.90665627,9.17333317,4.05499983,48.99000168,48.93857193
2013-11-15,18.38150024,18.64500046,18.27750015,18.45849991,89832000,18.74964333,37.84000015,25.86486435,9.02999973,4.04250002,49.00999832,49.9657135
2013-11-18,18.51399994,18.67449951,18.23349953,18.30900002,54748000,18.52249908,37.20000076,25.81456566,8.10533333,3.94499993,45.83000183,48.82428741
2013-11-19,18.29100037,18.43899918,18.125,18.24699974,38096000,18.55535698,36.74000168,25.65565681,8.40600014,3.8599999,46.36000061,48.18428421
2013-11-20,18.37800026,18.37800026,18.02249908,18.12849998,35430000,18.3928566,37.08000183,25.58333206,8.07400036,3.80250001,46.43000031,48.50285721
2013-11-21,18.20249939,18.46249962,18.16500092,18.44599915,39292000,18.61214256,37.40000153,25.87762833,8.14000034,3.83249998,46.70000076,49.7857132
2013-11-22,18.5,18.72500038,18.31550026,18.6154995,59310000,18.56428528,37.56999969,25.82307243,8.09200001,3.79500008,46.22999954,49.69285583
2013-11-25,18.69099998,18.88949966,18.6590004,18.83200073,59446000,18.70499992,37.63999939,26.17442322,8.05599976,3.87750006,44.81999969,50.0342865
2013-11-26,18.88050079,19.125,18.74099922,19.06850052,54488000,19.04999924,37.34999847,26.4867363,8.03333282,3.91000009,45.88999939,50.74285889
2013-11-27,19.17499924,19.35000038,19.13050079,19.33550072,45394000,19.4985714,37.59999847,26.60435486,8.46266747,3.92499995,46.49000168,51.7842865
2013-11-29,19.45499992,19.70499992,19.43099976,19.68099976,48120000,19.85964394,38.13000107,26.51626587,8.48533344,3.9000001,47.00999832,52.25714111
2013-12-02,19.95000076,19.95000076,19.45499992,19.61499977,94280000,19.68678665,38.45000076,26.38838768,8.27799988,3.9375,47.06000137,51.98857117
2013-12-03,19.50550079,19.54750061,19.15500069,19.2329998,74058000,20.22571373,38.31000137,26.35785866,9.64666653,3.93499994,46.72999954,51.84857178
2013-12-04,19.17499924,19.48450089,19.07449913,19.29800034,47106000,20.1785717,38.93999863,26.48098183,9.26333332,3.99000001,48.61999893,50.89571381
2013-12-05,19.33250046,19.33250046,19.06850052,19.22450066,38130000,20.28214264,38.0,26.45996094,9.3653326,3.92499995,48.34000015,51.15142822
2013-12-06,19.41749954,19.41749954,19.19149971,19.34749985,39694000,20.00071335,38.36000061,26.77352333,9.15733337,3.86750007,47.93999863,50.63428497
2013-12-09,19.40550041,19.41049957,19.12849998,19.24449921,55236000,20.22964287,38.70999908,26.98048019,9.43999958,3.80250001,48.84000015,50.81000137
2013-12-10,19.18700027,19.45299911,19.15099907,19.38899994,54736000,20.19821358,38.11000061,27.14364433,9.47933292,3.8900001,50.25,51.87142944
2013-12-11,19.36700058,19.4489994,19.10000038,19.10950089,49026000,20.04857063,37.61000061,26.95920944,9.31000042,3.85249996,49.38000107,51.99714279
2013-12-12,19.06299973,19.25,18.97500038,19.0625,42474000,20.0192852,37.22000122,26.77577591,9.83133316,3.77749991,51.83000183,53.33285522
2013-12-13,19.26600075,19.47100067,19.19000053,19.21199989,60500000,19.80107117,36.68999863,26.54629517,9.84333324,3.75500011,53.31999969,52.70999908
2013-12-16,19.25149918,19.58499908,19.25,19.44849968,45034000,19.9107132,36.88999939,26.85135078,9.86266708,3.75999999,53.81000137,52.33000183
2013-12-17,19.53249931,19.56800079,19.32500076,19.38249969,46878000,19.82107162,36.52000046,26.77327347,10.16399956,3.77749991,54.86000061,53.55285645
2013-12-18,19.46150017,19.81500053,19.15500069,19.79800034,69782000,19.67035675,36.58000183,27.14589691,9.8653326,3.82999992,55.56999969,53.74856949
2013-12-19,19.71349907,19.86450005,19.62999916,19.7595005,48544000,19.44499969,36.25,27.18268394,9.38133335,3.84500003,55.04999924,53.81999969
2013-12-20,19.82749939,20.23600006,19.78899956,20.11000061,100678000,19.60785675,36.79999924,27.54304314,9.54933262,3.9224999,55.11999893,53.66714478
2013-12-23,20.18449974,20.25,19.95999908,20.14599991,53190000,20.36035728,36.61999893,27.90540504,9.56999969,3.94499993,57.77000046,54.36857224
2013-12-24,20.12599945,20.18600082,19.81850052,19.95999908,27608000,20.2739296,37.08000183,27.82382393,10.09399986,3.95499992,57.95999908,54.05571365
2013-12-26,20.08950043,20.22599983,19.84049988,20.21949959,37370000,20.13928604,37.43999863,27.96446419,10.36666679,3.91750002,57.72999954,53.84714127
2013-12-27,20.23250008,20.28149986,19.8125,19.90399933,39738000,20.00321388,37.29000092,27.98798752,10.07466698,3.94000006,55.43999863,52.5
2013-12-30,19.97050095,19.99600029,19.62249947,19.6685009,49742000,19.80428505,37.29000092,27.76426315,10.16266727,3.99250007,53.70999908,52.4271431
2013-12-31,19.72900009,19.94149971,19.69000053,19.93950081,39930000,20.03642845,37.40999985,28.04579544,10.02866745,4.00500011,54.65000153,52.59571457
2014-01-02,19.94000053,19.96800041,19.70100021,19.89850044,42756000,19.75464249,37.15999985,27.85585594,10.00666714,3.96499991,54.70999908,51.83142853
2014-01-03,19.91449928,20.13549995,19.81100082,19.8220005,44204000,19.32071495,36.90999985,27.65265274,9.97066689,3.91750002,54.56000137,51.87142944
2014-01-06,19.79249954,19.85000038,19.42099953,19.68149948,63412000,19.42607117,36.13000107,27.96096039,9.80000019,3.97000003,57.20000076,51.36714172
2014-01-07,19.75200081,19.92350006,19.71450043,19.9015007,38320000,19.28714371,36.40999985,28.5,9.95733261,4.03499985,57.91999817,48.5
2014-01-08,19.92350006,20.14999962,19.80200005,20.09600067,46330000,19.4092865,35.75999832,28.55930901,10.08533287,4.09000015,58.22999954,48.71285629
2014-01-09,20.18549919,20.34449959,19.92200089,20.05050087,42060000,19.16142845,35.52999878,28.28428459,9.83533287,3.9375,57.22000122,48.15000153
2014-01-10,20.12649918,20.18799973,19.69000053,19.88299942,53590000,19.03357124,36.04000092,28.28278351,9.71466732,3.93249989,57.93999863,47.44857025
2014-01-13,19.89900017,19.98900032,19.42250061,19.54899979,56898000,19.13321495,34.97999954,28.10260391,9.28933334,3.83999991,55.90999985,48.11571503
2014-01-14,19.60650063,19.93149948,19.56450081,19.87700081,46802000,19.51392937,35.77999878,28.76376343,10.75133324,3.96000004,57.74000168,48.27999878
2014-01-15,19.9470005,19.96549988,19.62649918,19.7935009,53566000,19.90571404,36.75999832,28.74424362,10.94200039,4.00250006,57.59999847,47.19714355
2014-01-16,19.68400002,19.96450043,19.47050095,19.79000092,52024000,19.7946434,36.88999939,28.93443489,11.39799976,4.01499987,57.18999863,47.38285828
2014-01-17,19.71299934,20.17449951,19.68300056,19.98049927,90102000,19.30964279,36.38000107,28.79204178,11.33399963,3.99749994,56.29999924,47.14857101
2014-01-21,20.14999962,20.38999939,20.07999992,20.35250092,62442000,19.60964394,36.16999817,29.12162209,11.77866745,4.01249981,58.50999832,46.95857239
2014-01-22,20.39999962,20.40299988,20.10000038,20.22699928,41210000,19.69678688,35.93000031,29.15465546,11.90400028,4.00750017,57.50999832,47.67571259
2014-01-23,20.04999924,20.30850029,19.88949966,19.99349976,60508000,19.86357117,36.06000137,29.03153229,12.10000038,3.99250007,56.63000107,55.53142929
2014-01-24,19.90800095,20.01000023,19.3635006,19.37999916,89168000,19.50250053,36.81000137,28.12387466,11.64000034,3.8900001,54.45000076,55.15428543
2014-01-27,19.52499962,19.70499992,19.02449989,19.31399918,78736000,19.6607132,36.02999878,27.55830765,11.30799961,3.86500001,53.54999924,54.4614296
2014-01-28,19.37000084,19.73699951,19.3560009,19.7215004,57890000,18.0892868,36.27000046,28.1033535,11.8920002,3.90249991,55.13999939,58.11000061
2014-01-29,19.6079998,19.64249992,19.16200066,19.20999908,67646000,17.8839283,36.65999985,27.70070076,11.68200016,3.86500001,53.52999878,57.20285797
2014-01-30,19.68849945,20.3125,19.38500023,20.15049934,209478000,17.84928513,36.86000061,28.41316223,12.18933296,3.93000007,61.08000183,57.81000137
2014-01-31,18.58799934,18.77249908,17.88800049,17.93449974,323096000,17.87857056,37.84000015,29.5538044,12.09399986,3.92499995,62.56999969,58.47571564
2014-02-03,17.9489994,18.04249954,17.00499916,17.30750084,205616000,17.91178513,36.47999954,28.36411476,11.80733299,3.87249994,61.47999954,57.76856995
2014-02-04,17.47949982,17.70000076,17.20100021,17.39749908,96258000,18.1710701,36.34999847,28.48248291,11.91533279,3.89499998,62.75,57.98714447
2014-02-05,17.29999924,17.46850014,16.8864994,17.32250023,88708000,18.30678558,35.81999969,28.60860825,11.62800026,3.8599999,62.18999863,57.77428436
2014-02-06,17.37000084,17.74099922,17.37000084,17.72949982,66714000,18.30392838,36.18000031,29.02802849,11.8920002,3.91000009,62.15999985,58.27285767
2014-02-07,17.9489994,18.09000015,17.62450027,18.05400085,86610000,18.55999947,36.56000137,29.46546555,12.43533325,3.96749997,64.31999969,61.42571259
2014-02-10,18.08049965,18.25,17.96750069,18.0435009,68994000,18.89249992,36.79999924,29.35260391,13.10400009,3.98000002,63.54999924,61.49142838
2014-02-11,18.09199905,18.18050003,17.8125,18.08950043,64442000,19.1414299,37.16999817,29.78428459,13.1079998,4.0625,64.84999847,61.99856949
2014-02-12,17.82150078,17.88750076,17.31599998,17.46249962,131754000,19.13999939,37.47000122,29.6969471,13.02133274,4.20749998,64.44999695,61.27571487
2014-02-13,17.38500023,17.86000061,17.32500076,17.86000061,83500000,19.44392967,37.61000061,30.02752876,13.30866718,4.34000015,67.33000183,62.36428452
2014-02-14,17.96699905,17.96699905,17.66749954,17.86750031,70404000,19.42821312,37.61999893,30.10009956,13.21533298,4.47749996,67.08999634,62.2157135
2014-02-18,17.76399994,17.78650093,17.47249985,17.68250084,99960000,19.49964333,37.41999817,30.30230141,13.57999992,4.4749999,67.30000305,62.40714264
2014-02-19,17.63199997,17.72699928,17.30500031,17.36899948,83362000,19.19178581,37.50999832,30.08858871,12.90933323,4.53499985,68.05999756,61.17571259
2014-02-20,17.44000053,17.52300072,17.21899986,17.48999977,69856000,18.96964264,37.75,30.13288307,13.99800014,4.69500017,69.62999725,62.13571548
2014-02-21,17.62199974,17.70700073,17.33749962,17.33799934,84200000,18.7589283,37.97999954,30.12487411,13.97333336,4.65999985,68.58999634,61.74714279
2014-02-24,17.2595005,17.64999962,17.16449928,17.5890007,72894000,18.84107018,37.68999863,30.34309387,14.51000023,4.72749996,70.77999878,63.8571434
2014-02-25,17.64999962,18.05400085,17.57900047,17.91600037,74728000,18.64500046,37.54000092,30.53053093,16.53333282,4.68499994,69.84999847,64.71857452
2014-02-26,17.99300003,18.23749924,17.85849953,17.98999977,72442000,18.47678566,37.47000122,30.53478432,16.86666679,4.67749977,69.26000214,64.112854
2014-02-27,17.86100006,18.02949905,17.77499962,18.00650024,62098000,18.84535789,37.86000061,30.51076126,16.83600044,4.625,68.94000244,64.60428619
2014-02-28,18.03000069,18.2935009,17.85400009,18.10499954,77640000,18.79428673,38.31000137,30.42167282,16.32066727,4.59499979,68.45999908,63.66143036
2014-03-03,17.93700027,18.04800034,17.72400093,17.98900032,55966000,18.84857178,37.77999878,30.09734726,16.70400047,4.57250023,67.41000366,63.65571213
2014-03-04,18.19499969,18.2840004,18.12299919,18.19499969,54088000,18.97285652,38.40999985,30.40315247,16.9893322,4.61999989,68.80000305,64.99714661
2014-03-05,18.2064991,18.6364994,18.19499969,18.61849976,76966000,19.01285744,38.11000061,30.48698616,16.84399986,4.65999985,71.56999969,64.7857132
2014-03-06,18.70249939,18.76650047,18.44499969,18.6079998,58532000,18.9553566,38.15000153,30.52077103,16.86266708,4.59499979,70.83999634,64.35857391
2014-03-07,18.72900009,18.74950027,18.47649956,18.60300064,45596000,18.94428635,37.90000153,30.4001503,16.41399956,4.59000015,69.80000305,64.05285645
2014-03-10,18.6345005,18.6364994,18.35000038,18.5265007,42116000,18.9614296,37.81999969,30.31957054,15.92266655,4.52250004,72.02999878,62.84999847
2014-03-11,18.54949951,18.63999939,18.36400032,18.44099998,44922000,19.14607048,38.02000046,30.02977943,15.62733269,4.56750011,70.09999847,62.49714279
2014-03-12,18.31999969,18.55800056,18.18050003,18.53199959,44332000,19.16464233,38.27000046,30.21271324,16.09933281,4.57999992,70.87999725,62.36857224
2014-03-13,18.83099937,19.15550041,18.40399933,18.57550049,136580000,18.95178604,37.88999939,29.7562561,15.85266685,4.43499994,68.83000183,61.43714142
2014-03-14,18.63999939,18.92849922,18.57749939,18.68700027,88044000,18.73892975,37.70000076,29.34934807,15.39799976,4.45499992,67.72000122,60.6414299
2014-03-17,18.7859993,18.94249916,18.74399948,18.75200081,46060000,18.81214333,38.04999924,29.83233261,15.59866714,4.45499992,68.73999786,60.38857269
2014-03-18,18.86599922,18.95000076,18.75,18.93849945,49670000,18.97857094,39.54999924,30.31181145,16.00266647,4.55999994,69.19000244,60.0357132
2014-03-19,18.93849945,18.95000076,18.47100067,18.66150093,52934000,18.97357178,39.27000046,30.01126099,15.72266674,4.63999987,68.23999786,60.01285553
2014-03-20,18.53199959,18.64999962,18.31100082,18.44849968,51170000,18.88214302,40.33000183,29.95895958,15.66066742,4.64249992,66.97000122,60.61000061
2014-03-21,18.54999924,18.6420002,17.92000008,18.03100014,108282000,19.03107071,40.15999985,29.60560608,15.25933266,4.63500023,67.23999786,57.99856949
2014-03-24,18.00449944,18.07500076,17.43000031,17.59250069,97470000,19.25678635,40.5,28.97722626,14.67800045,4.61250019,64.09999847,54.12857056
2014-03-25,17.70149994,17.94849968,17.44199944,17.73550034,88914000,19.46392822,40.34000015,28.99699783,14.6960001,4.61250019,64.88999939,52.97714233
2014-03-26,17.85650063,17.87999916,17.17000008,17.1704998,82414000,19.27785683,39.79000092,28.32757759,14.19733334,4.50750017,60.38999939,53.18285751
2014-03-27,17.15749931,17.20000076,16.54400063,16.92350006,115328000,19.19499969,39.36000061,27.88488579,13.82133293,4.44750023,60.97000122,52.02571487
2014-03-28,17.00250053,17.35000038,16.80400085,16.91449928,79736000,19.17357063,40.29999924,28.03178215,14.15799999,4.4749999,60.00999832,51.26714325
2014-03-31,17.12000084,17.31450081,16.70299911,16.81850052,85950000,19.16928673,40.99000168,27.89064026,13.89666653,4.47749996,60.24000168,50.29000092
2014-04-01,16.90449905,17.2215004,16.89999962,17.14949989,72002000,19.34464264,41.41999817,28.40065193,14.46466732,4.6624999,62.61999893,52.09857178
2014-04-02,17.29949951,17.41500092,17.0189991,17.09799957,89510000,19.37678528,41.34999847,28.40590668,15.35266685,4.63250017,62.72000122,51.84000015
2014-04-03,17.0909996,17.125,16.42300034,16.68099976,127986000,19.24250031,41.00999832,28.57500076,15.02666664,4.68249989,59.49000168,50.66999817
2014-04-04,16.75749969,16.77199936,15.78050041,16.14999962,250692000,18.99357033,39.86999893,27.26250076,14.14866734,4.5374999,56.75,48.18714142
2014-04-07,16.04949951,16.24699974,15.65649986,15.88799953,141548000,18.69535637,39.79999924,27.03149986,13.83466721,4.55249977,56.95000076,48.2857132
2014-04-08,16.09399986,16.39999962,15.92199993,16.35350037,131552000,18.69428635,39.81999969,27.87549973,14.36400032,4.71500015,58.18999863,49.84143066
2014-04-09,16.42350006,16.60899925,16.125,16.59049988,101132000,18.94000053,40.47000122,28.35199928,14.46199989,4.71000004,62.40999985,50.43285751
2014-04-10,16.53000069,16.54999924,15.82499981,15.85550022,122534000,18.69571495,39.36000061,27.33449936,13.61266708,4.59499979,59.15999985,47.81856918
2014-04-11,15.69999981,15.82499981,15.47500038,15.58650017,145750000,18.55750084,39.20999908,26.88800049,13.58533287,4.53000021,58.52999878,46.67285538
2014-04-14,15.8835001,16.02400017,15.56400013,15.7954998,85870000,18.63142967,39.18000031,27.26000023,13.20600033,4.57999992,58.88999939,47.36857224
2014-04-15,15.83500004,15.91399956,15.27499962,15.8039999,107972000,18.4985714,39.75,27.43499947,12.92733288,4.61250019,59.09000015,46.61000061
2014-04-16,16.05850029,16.20000076,15.73550034,16.18400002,85698000,18.53607178,40.40000153,28.19499969,13.27400017,4.62249994,59.72000122,47.34428787
2014-04-17,15.98799992,16.43300056,15.98799992,16.24550056,85984000,18.74785614,40.00999832,27.16699982,13.20800018,4.63999987,58.93999863,49.3914299
2014-04-21,16.19849968,16.55750084,16.1154995,16.5435009,59988000,18.97035789,39.93999863,26.96850014,13.62533283,4.67749977,61.24000168,49.7842865
2014-04-22,16.60000038,16.875,16.4470005,16.4659996,74232000,18.98928642,39.99000168,27.27499962,14.57600021,4.71750021,63.02999878,53.27142715
2014-04-23,16.65299988,16.65649986,16.16950035,16.22900009,72092000,18.7410717,39.68999863,26.87549973,13.86600018,4.77250004,61.36000061,50.5
2014-04-24,16.48349953,16.87000084,16.14749908,16.85750008,185874000,20.27750015,39.86000061,26.72200012,13.85733318,4.81500006,60.86999893,49.15285873
2014-04-25,15.8125,15.82450008,15.13549995,15.19149971,323604000,20.42642975,39.90999985,26.15500069,13.32333279,4.68249989,57.70999908,46.01142883
2014-04-28,15.19999981,15.21949959,14.39999962,14.82900047,289596000,21.21750069,40.86999893,26.14900017,13.23400021,4.6624999,56.13999939,44.88714218
2014-04-29,14.82199955,15.09200001,14.52250004,15.01900005,130186000,21.15464211,40.50999832,26.81649971,13.79466724,4.67250013,58.15000153,45.69571304
2014-04-30,14.90499973,15.22799969,14.90499973,15.20650005,81772000,21.07464218,40.40000153,26.74399948,13.85933304,4.61749983,59.77999878,46.00571442
2014-05-01,15.20650005,15.52400017,15.19999981,15.39449978,86572000,21.12428665,40.0,26.92650032,13.84866714,4.64249992,61.15000153,48.07428741
2014-05-02,15.52099991,15.66450024,15.21549988,15.4005003,79902000,21.1635704,39.68999863,26.69350052,14.06066704,4.60750008,60.45999908,48.66428757
2014-05-05,15.31849957,15.51150036,15.25,15.50249958,50398000,21.46285629,39.43000031,26.76650047,14.44066715,4.65749979,61.22000122,49.19714355
2014-05-06,15.47649956,15.49050045,14.85200024,14.86900043,93646000,21.22892952,39.06000137,26.12849998,13.81866741,4.5625,58.52999878,46.59857178
2014-05-07,14.77799988,14.81999969,14.33399963,14.63549995,140304000,21.15464211,39.41999817,25.89999962,13.42333317,4.56750011,57.38999939,45.79142761
2014-05-08,14.54100037,14.79399967,14.36149979,14.41600037,76964000,20.99964333,39.63999939,26.00849915,11.90600014,4.625,56.75999832,45.95142746
2014-05-09,14.5284996,14.68400002,14.21899986,14.61200047,81260000,20.91214371,39.54000092,26.33099937,12.15066719,4.51249981,57.24000168,46.93571472
2014-05-12,14.71500015,15.16699982,14.70800018,15.14299965,74592000,21.17250061,39.97000122,26.92149925,12.3113327,4.64499998,59.83000183,49.34999847
2014-05-13,15.13000011,15.27999973,15.03750038,15.23200035,70198000,21.20571327,40.41999817,27.07699966,12.67733288,4.57000017,59.83000183,49.59143066
2014-05-14,15.125,15.23200035,14.83300018,14.88099957,66466000,21.20964241,40.24000168,26.72050095,12.70800018,4.5250001,59.22999954,50.26856995
2014-05-15,14.90100002,14.96000004,14.51900005,14.75949955,85902000,21.02928543,39.59999847,26.45599937,12.57266712,4.5,57.91999817,49.16999817
2014-05-16,14.64000034,14.94400024,14.57750034,14.88500023,72736000,21.33964348,39.83000183,26.41500092,12.77066708,4.48999977,58.02000046,49.98285675
2014-05-19,14.78800011,14.94999981,14.69050026,14.8380003,45684000,21.59250069,39.75,26.94149971,13.07266712,4.63500023,59.20999908,52.07143021
2014-05-20,14.85499954,15.22299957,14.83749962,15.05949974,81914000,21.5967865,39.68000031,27.01950073,13.02000046,4.55999994,58.56000137,53.09571457
2014-05-21,15.11050034,15.29800034,15.07600021,15.25049973,68176000,21.65392876,40.34999847,27.48500061,13.2966671,4.55999994,60.49000168,55.79999924
2014-05-22,15.25249958,15.42700005,15.1505003,15.24549961,51536000,21.68821335,40.09999847,27.77249908,13.65866661,4.57999992,60.52000046,55.97142792
2014-05-23,15.27299976,15.61750031,15.24499989,15.61200047,61058000,21.93321419,40.11999893,28.19000053,13.81999969,4.62249994,61.34999847,57.47857285
2014-05-27,15.72049999,15.73149967,15.36900043,15.54100037,97242000,22.34392929,40.18999863,28.74349976,14.10400009,4.70499992,63.47999954,56.97285843
2014-05-28,15.47500038,15.69099998,15.37100029,15.50800037,54520000,22.28607178,40.00999832,28.52249908,14.01599979,4.74499989,63.50999832,57.31999969
2014-05-29,15.52099991,15.74349976,15.51000023,15.68900013,47310000,22.69214249,40.34000015,28.52799988,14.01599979,4.73750019,63.83000183,59.31428528
2014-05-30,15.7215004,15.73250008,15.37849998,15.62749958,85204000,22.6071434,40.93999863,28.58250046,13.85133266,4.75,63.29999924,59.68999863
2014-06-02,15.62950039,15.63000011,15.35000038,15.44200039,44068000,22.45178604,40.79000092,28.21699905,13.64666653,4.73500013,63.08000183,60.29428482
2014-06-03,15.28750038,15.39599991,15.25349998,15.35949993,47584000,22.7692852,40.29000092,27.72550011,13.66266727,4.71500015,62.86999893,59.65285873
2014-06-04,15.34249973,15.47500038,15.19200039,15.33899975,42142000,23.02928543,40.31999969,27.68799973,13.59933281,4.71999979,63.34000015,60.45857239
2014-06-05,15.40499973,16.39699936,15.34500027,16.17849922,155934000,23.11964226,41.20999908,28.24650002,13.79333305,4.73999977,63.18999863,61.19285583
2014-06-06,16.25,16.54400063,16.24650002,16.48349953,104880000,23.05607033,41.47999954,28.30150032,13.87800026,4.75750017,62.5,61.44714355
2014-06-09,16.57850075,16.64999962,16.28249931,16.375,64244000,23.42499924,41.27000046,28.53650093,13.68733311,4.76249981,62.88000107,60.44142914
2014-06-10,16.38249969,16.77499962,16.375,16.62050056,73268000,23.5625,41.11000061,28.41500092,13.48666668,4.7874999,65.76999664,61.18428421
2014-06-11,16.79999924,17.0359993,16.69400024,16.76000023,88736000,23.46500015,40.86000061,28.375,13.63133335,4.8499999,65.77999878,61.42856979
2014-06-12,16.77750015,16.77750015,16.2329998,16.2954998,85526000,23.07250023,40.58000183,27.97500038,13.56799984,4.88000011,64.29000092,60.34999847
2014-06-13,16.35250092,16.46500015,16.17650032,16.31349945,55296000,22.81999969,41.22999954,28.01749992,13.76133347,4.88500023,64.5,61.10142899
