Date,AMZN,AAPL,MSFT,GOOGL,TSLA,NVDA,META,NFLX
2014-12-24,15.319,28.145,48.64,26.941,14.6513,5.175,81.03,48.0729
2014-12-26,15.25,28.025,48.41,26.8465,14.7673,5.1425,81.02,48.8443
2014-12-29,15.3925,28.4475,47.7,27.025,15.1267,5.1325,80.49,47.97
2014-12-30,15.4955,28.41,47.44,26.748,14.9327,5.105,79.85,48.7143
2014-12-31,15.5775,28.205,46.73,26.887,14.8727,5.1,79.54,49.0329
2015-01-02,15.629,27.8475,46.66,26.63,14.858,5.0325,78.58,49.1514
2015-01-05,15.3505,27.0725,46.37,26.3575,14.3033,5.0325,77.98,49.2586
2015-01-06,15.112,26.635,46.38,26.025,14.004,4.955,77.23,47.3471
2015-01-07,14.875,26.8,45.98,25.5475,14.2233,4.8325,76.76,47.3471
2015-01-08,15.016,27.3075,46.75,25.0755,14.1873,4.84,76.74,47.12
2015-01-09,15.074,28.1675,47.61,25.409,13.928,4.9825,78.2,47.6314
2015-01-12,14.878,28.15,47.42,24.962,13.5367,4.9975,77.84,47.09
2015-01-13,14.874,27.8575,46.97,25.1285,13.5547,4.96,77.23,46.0214
2015-01-14,14.5965,27.26,45.96,25.021,12.3887,4.8625,76.42,47.0714
2015-01-15,14.7,27.5,46.22,25.4445,12.966,4.97,76.4,46.5471
2015-01-16,14.314,26.7575,45.31,25.1575,12.7133,4.8925,74.04,46.8571
2015-01-20,14.6295,26.96,46.3,25.6385,12.9247,5.025,75.72,48.5714
2015-01-21,14.482,27.2375,45.94,25.542,12.6367,4.9775,76.16,59.2343
2015-01-22,15.0,27.565,46.38,26.15,13.1333,5.085,77.17,58.5714
2015-01-23,15.404,28.075,47.36,26.9015,13.3527,5.1675,77.65,60.9886
2015-01-26,15.591,28.435,47.0,27.075,13.4553,5.155,77.98,62.5714
2015-01-27,15.315,28.105,42.95,26.57,13.628,5.075,76.71,63.0871
2015-01-28,15.4905,29.4075,42.74,26.25,13.7407,4.9675,76.9,64.7414
2015-01-29,15.2365,29.08,40.93,25.645,13.4047,4.83,76.85,63.2043
2015-01-30,17.316,29.6,41.55,25.95,13.5973,4.91,78.0,63.1329
2015-02-02,17.5025,29.5125,40.59,26.716,13.598,4.83,76.11,62.8429
2015-02-03,18.0145,29.625,41.63,26.497,14.2147,4.94,75.19,63.32
2015-02-04,17.919,29.625,41.94,26.657,14.5527,5.0125,75.09,65.0414
2015-02-05,18.3,30.005,42.22,26.3965,14.6587,5.045,75.71,64.5414
2015-02-06,18.7435,30.005,42.68,26.5505,14.8,5.1175,75.68,64.25
2015-02-09,18.55,29.6375,42.24,26.553,14.3587,5.07,74.05,63.1986
2015-02-10,18.5595,30.0425,42.74,26.6075,14.5033,5.1,74.85,63.46
2015-02-11,18.5615,30.6925,42.65,26.9865,14.1473,5.25,75.09,64.83
2015-02-12,18.755,31.515,42.66,26.983,12.9047,5.5,76.86,65.0586
2015-02-13,18.9205,31.82,43.38,27.3755,13.5267,5.5625,76.46,65.4286
2015-02-17,18.886,31.8725,43.97,27.558,13.7133,5.5675,75.3,66.5157
2015-02-18,18.689,31.9075,43.63,27.191,13.6113,5.5875,75.94,67.0229
2015-02-19,18.6745,32.12,43.18,27.1235,13.6667,5.6,76.99,67.8571
2015-02-20,18.931,32.155,43.51,27.379,14.052,5.54,79.55,67.95
2015-02-23,19.172,32.505,43.7,26.95,14.3773,5.5825,79.96,68.3
2015-02-24,18.9325,33.235,44.15,26.5775,13.8193,5.54,78.5,67.3729
2015-02-25,18.8635,32.89,43.95,26.922,13.6627,5.555,78.5,67.8071
2015-02-26,19.2035,32.1975,43.99,27.287,13.6,5.54,79.88,68.6257
2015-02-27,19.2,32.5,44.13,27.9075,13.7933,5.535,80.68,69.0814
2015-03-02,19.0425,32.3125,43.67,28.35,13.5133,5.5,79.0,67.7143
2015-03-03,19.1975,32.24,43.56,28.8175,13.1207,5.6075,79.61,68.3443
2015-03-04,19.2855,32.275,43.01,28.8485,13.2833,5.525,79.3,67.53
2015-03-05,19.2805,32.145,43.07,28.981,13.5233,5.6075,81.23,67.4286
2015-03-06,19.276,32.1,43.0,29.1,13.2807,5.6825,80.9,66.6429
2015-03-09,18.92,31.99,42.19,28.546,12.9593,5.64,79.68,64.99
2015-03-10,18.8725,31.6025,42.35,28.424,12.564,5.6775,78.5,63.0157
2015-03-11,18.5305,31.1875,42.31,27.99,12.7433,5.75,77.8,62.24
2015-03-12,18.441,30.5775,41.33,27.924,12.9167,5.665,78.1,63.3471
2015-03-13,18.576,31.1,40.7,27.9615,12.5967,5.64,78.6,63.9071
2015-03-16,18.519,30.97,41.47,27.8465,12.8,5.72,77.96,61.5471
2015-03-17,18.5555,31.475,41.37,27.9145,13.0287,5.73,78.36,59.7129
2015-03-18,18.4985,31.75,41.43,27.8865,12.9973,5.8125,79.25,59.7386
2015-03-19,18.6935,32.1875,42.26,28.226,13.4667,5.7375,81.12,60.46
2015-03-20,18.8145,32.0625,42.56,28.3355,13.1633,5.8525,83.39,61.3371
2015-03-23,18.9035,31.78,42.88,28.3,13.2333,5.6925,83.92,60.89
2015-03-24,18.6995,31.8075,42.78,28.427,13.4387,5.66,84.71,61.1357
2015-03-25,18.7585,31.635,42.92,28.8785,13.218,5.5975,85.5,62.6843
2015-03-26,18.4795,30.69,41.22,28.2325,12.928,5.1525,82.72,59.6286
2015-03-27,18.3555,31.1425,41.12,28.0915,12.6047,5.2725,83.38,59.33
2015-03-30,18.5935,31.0125,41.1,28.0125,12.39,5.37,83.81,59.7157
2015-03-31,18.662,31.5225,40.78,27.897,12.902,5.3525,82.9,60.11
2015-04-01,18.605,31.205,40.6,27.7415,12.58,5.2525,82.5,59.6429
2015-04-02,18.525,31.2575,40.66,27.3705,12.682,5.2825,82.25,59.0714
2015-04-06,18.505,31.1175,40.34,26.942,13.2,5.2425,80.8,58.7686
2015-04-07,18.8075,31.91,41.61,27.2495,13.5007,5.4175,82.65,60.4971
2015-04-08,18.733,31.4625,41.46,27.3,13.88,5.47,82.63,61.2014
2015-04-09,19.033,31.4625,41.25,27.4605,13.8953,5.4625,82.5,63.0
2015-04-10,19.2155,31.4875,41.63,27.4785,13.99,5.6375,82.21,64.3971
2015-04-13,19.1765,32.0925,41.4,27.3525,14.0293,5.6775,81.93,67.24
2015-04-14,19.1755,31.75,41.8,27.3285,13.9047,5.615,83.17,68.8571
2015-04-15,19.2325,31.6025,41.76,26.898,13.8307,5.605,83.55,68.7043
2015-04-16,19.1845,31.57,41.95,26.9175,13.8467,5.625,82.47,76.0
2015-04-17,19.1315,31.3875,41.67,26.8655,13.666,5.505,81.48,79.7786
2015-04-20,18.9275,31.3925,41.73,26.6875,13.7853,5.575,81.54,81.7857
2015-04-21,19.5655,32.025,43.0,27.3155,13.72,5.59,84.0,81.2343
2015-04-22,19.5955,31.7475,42.67,27.153,14.1667,5.5475,84.32,80.2114
2015-04-23,19.5105,32.075,42.89,27.5205,14.5513,5.475,84.1,79.6557
2015-04-24,21.95,32.6225,45.66,29.0025,14.7,5.5525,82.77,80.1729
2015-04-27,22.193,33.0775,47.23,28.6385,14.8373,5.525,81.87,80.2929
2015-04-28,21.9255,33.615,47.78,28.216,15.65,5.54,81.83,80.59
2015-04-29,21.3375,32.54,48.72,28.0255,15.3367,5.5375,80.01,80.07
2015-04-30,21.3555,32.16,48.7,27.928,15.3593,5.5075,80.01,80.2371
2015-05-01,21.191,31.525,48.58,27.5255,15.3293,5.595,79.24,79.8557
2015-05-04,21.24,32.375,48.37,27.5495,15.212,5.6825,79.33,79.5714
2015-05-05,21.1425,32.0375,47.82,27.508,15.8507,5.6325,78.55,81.2386
2015-05-06,21.0715,31.64,47.57,27.132,15.6067,5.5375,77.97,81.0286
2015-05-07,21.2075,31.1925,46.27,26.795,14.7333,5.5025,78.0,80.1143
2015-05-08,21.5375,31.67,47.55,27.4435,15.7327,5.2525,79.1,81.0414
2015-05-11,21.6255,31.8475,47.55,27.4245,15.7527,5.135,78.48,82.3243
2015-05-12,21.554,31.4,46.85,27.1405,16.0073,5.12,77.87,83.8086
2015-05-13,21.499,31.5375,48.19,27.0235,16.5073,5.245,77.72,83.4043
2015-05-14,21.4725,31.8525,48.03,27.1985,16.3213,5.2525,78.94,83.2857
2015-05-15,21.4,32.2675,48.87,27.5195,16.262,5.345,81.41,86.3643
2015-05-18,21.3,32.095,47.98,27.191,16.4667,5.3125,80.33,87.5443
2015-05-19,21.2435,32.6725,47.56,27.4,16.562,5.3,81.25,88.8886
2015-05-20,21.03,32.5,47.39,27.546,16.4753,5.2625,80.47,88.2143
2015-05-21,21.4,32.5175,47.28,27.51,16.202,5.2625,80.19,89.0814
2015-05-22,21.5775,32.9,47.3,27.723,16.3587,5.235,80.35,89.1786
2015-05-26,21.31,33.15,46.83,27.629,16.512,5.19,80.43,88.8743
2015-05-27,21.3725,32.585,46.82,27.434,16.5673,5.2175,79.6,88.1429
2015-05-28,21.4855,32.965,47.5,27.6895,16.4687,5.46,80.25,89.7143
2015-05-29,21.3615,32.8075,47.43,27.66,16.7333,5.535,79.95,89.4729
2015-06-01,21.52,32.57,47.06,27.4365,16.7607,5.5675,79.3,88.8371
2015-06-02,21.5035,32.465,46.93,27.3715,16.5947,5.56,79.76,88.7114
2015-06-03,21.72,32.665,47.37,27.755,16.5467,5.5,81.35,89.2429
2015-06-04,21.72,32.395,46.79,27.609,16.5,5.3925,82.14,88.3786
2015-06-05,21.483,32.375,46.31,27.6,16.4,5.505,81.87,89.2143
2015-06-08,21.281,32.225,46.3,27.4805,16.7233,5.5475,81.82,90.7143
2015-06-09,21.148,31.675,45.76,27.171,17.0267,5.4425,80.6,89.3343
2015-06-10,21.323,31.98,45.79,27.285,16.7933,5.4,80.83,93.3957
2015-06-11,21.6145,32.295,46.66,27.7245,16.884,5.3675,82.31,96.89
2015-06-12,21.5625,32.0475,46.22,27.3575,16.6807,5.39,81.37,94.9157
2015-06-15,21.383,31.525,45.45,27.1365,16.6467,5.25,80.55,92.8571
2015-06-16,21.2075,31.7575,45.35,27.224,16.6753,5.2575,80.82,94.2429
2015-06-17,21.418,31.93,45.73,27.271,16.8113,5.33,81.76,95.1329
2015-06-18,21.515,31.8075,46.22,27.4,17.4667,5.44,81.64,94.6514
2015-06-19,22.013,31.9275,46.79,27.826,17.4933,5.485,82.83,96.2429
2015-06-22,21.85,31.8725,46.33,27.9705,17.4767,5.4775,83.41,95.0429
2015-06-23,21.7795,31.87,46.13,27.9895,17.3547,5.455,84.96,96.3357
2015-06-24,22.2485,31.8025,45.67,28.124,17.7987,5.2975,87.66,100.0143
2015-06-25,21.9035,32.215,46.03,28.015,17.7633,5.2525,89.26,95.4814
2015-06-26,22.088,31.9175,45.65,27.9855,17.926,5.25,88.12,95.3
2015-06-29,21.749,31.365,45.04,27.3375,17.4633,5.125,86.61,91.5057
2015-06-30,21.71,31.3925,44.71,27.2545,17.6533,5.06,86.6,93.3571
2015-07-01,21.9675,31.725,44.46,27.183,18.074,5.1525,86.77,94.8057
2015-07-02,21.85,31.6075,44.48,27.237,18.68,5.0975,87.4,93.9986
2015-07-06,21.7615,31.235,43.96,27.1125,18.592,5.0625,86.49,93.4729
2015-07-07,21.784,31.4725,44.34,27.3715,18.3333,5.0125,87.8,95.0129
2015-07-08,21.7175,31.12,44.44,27.28,17.288,4.92,86.29,93.4714
2015-07-09,21.745,30.9625,44.75,27.4325,17.272,4.99,86.73,94.9
2015-07-10,22.0245,30.485,45.01,27.6855,17.4813,4.915,87.35,97.5229
2015-07-13,22.4145,31.2575,44.98,27.9755,17.4833,4.9875,88.66,98.0986
2015-07-14,23.116,31.51,45.45,28.725,17.4733,4.9775,90.46,101.2714
2015-07-15,23.152,31.43,45.68,29.187,17.7827,4.96,90.0,99.97
2015-07-16,23.275,31.935,46.01,29.475,17.6147,4.9675,90.28,111.02
2015-07-17,23.885,32.27,46.55,34.0,18.1667,5.03,92.55,117.34
2015-07-20,24.6285,32.7425,46.65,34.449,18.3333,5.0175,95.85,114.7
2015-07-21,24.395,33.2125,46.78,34.244,18.0033,4.915,98.95,110.21
2015-07-22,24.2995,30.4975,45.44,34.701,17.418,4.9125,96.74,112.14
2015-07-23,24.583,31.55,45.27,34.5925,17.9767,4.8625,96.96,110.91
2015-07-24,28.9495,31.33,45.91,33.8385,17.8253,4.9475,97.35,111.55
2015-07-27,26.3875,30.7725,45.94,32.5785,17.4953,4.8125,96.58,107.79
2015-07-28,26.8,30.845,45.58,33.088,17.05,4.84,94.84,107.29
2015-07-29,26.546,30.7875,45.4,33.113,17.618,4.9225,96.32,106.83
2015-07-30,26.3825,30.58,46.26,32.872,17.5127,4.98,94.91,106.4
2015-07-31,26.9545,30.65,47.29,33.235,17.84,5.025,94.95,111.95
2015-08-03,26.8725,30.375,46.98,32.883,17.7527,5.0275,93.53,114.6
2015-08-04,26.4845,29.355,46.75,33.217,17.334,5.055,93.79,113.15
2015-08-05,26.94,28.2375,47.98,33.2875,17.572,5.2175,95.25,125.62
2015-08-06,26.965,28.9925,47.71,33.6995,16.636,5.1325,97.18,126.29
2015-08-07,26.458,28.645,46.39,33.389,16.2387,5.615,95.38,126.42
2015-08-10,26.426,29.1325,46.95,33.3545,15.8767,5.705,95.68,126.09
2015-08-11,26.1825,29.4525,46.82,34.979,15.81,5.8575,93.73,120.01
2015-08-12,26.1875,28.1325,46.19,34.7245,15.6667,5.82,92.7,121.47
2015-08-13,26.3685,29.01,47.06,34.46,15.9907,5.9375,94.05,120.99
2015-08-14,26.4125,28.58,46.53,34.202,16.4827,5.875,93.54,124.96
2015-08-17,26.5645,29.01,46.81,34.402,17.0373,5.875,94.42,123.14
2015-08-18,26.752,29.1075,46.84,34.5535,17.0253,5.805,94.08,125.26
2015-08-19,26.687,29.025,46.78,34.5055,17.3553,5.7625,94.63,123.5
2015-08-20,26.5195,28.52,46.07,34.455,16.804,5.6825,93.54,119.8
2015-08-21,25.368,27.6075,45.3,33.552,15.7333,5.5,87.52,106.2
2015-08-24,23.179,23.7175,40.45,30.03,13.5193,5.0675,77.03,88.75
2015-08-25,24.3745,27.7775,42.57,32.3235,15.368,5.405,86.95,107.75
2015-08-26,24.201,26.7725,42.01,32.155,15.1953,5.235,85.95,107.15
2015-08-27,25.6855,28.0575,43.23,33.5995,15.4,5.51,89.1,114.94
2015-08-28,25.875,28.0425,43.4,33.288,16.124,5.6575,89.88,116.35
2015-08-31,25.822,28.0075,43.56,32.717,16.3747,5.655,90.6,115.24
2015-09-01,24.957,27.5375,42.17,31.6905,16.0227,5.4575,86.85,109.35
2015-09-02,25.2545,27.5575,42.36,31.9,16.3533,5.5375,88.81,109.31
2015-09-03,25.725,28.1225,43.41,32.3965,16.804,5.635,89.76,102.69
2015-09-04,24.8825,27.2425,42.81,31.485,16.0593,5.4725,87.2,98.05
2015-09-08,25.4345,27.9375,43.3,32.05,16.3367,5.57,89.69,102.08
2015-09-09,26.2,28.44,44.21,32.594,16.8033,5.6875,90.78,96.51
2015-09-10,25.7575,27.5675,43.12,32.195,16.482,5.525,90.07,99.42
2015-09-11,26.0535,27.9475,43.14,32.5105,16.5093,5.5825,91.68,98.57
2015-09-14,26.472,29.145,43.43,32.7815,16.74,5.69,92.31,96.84
2015-09-15,26.1625,28.9825,43.19,32.8355,16.85,5.675,92.37,95.22
2015-09-16,26.099,29.0625,43.97,33.2775,16.8693,5.725,92.9,99.7
2015-09-17,26.349,28.915,44.29,33.3745,17.5973,5.875,93.37,103.67
2015-09-18,26.731,28.0525,43.5,33.253,17.1973,5.7475,93.2,102.0
2015-09-21,27.2165,28.4175,43.62,33.2755,17.5987,5.83,94.62,103.3
2015-09-22,26.9855,28.345,43.38,32.8735,17.2687,5.755,93.77,98.29
2015-09-23,26.915,28.4075,43.93,32.645,17.4633,5.7275,93.4,98.6
2015-09-24,26.5275,28.3125,43.45,32.4485,17.302,5.715,93.06,97.11
2015-09-25,27.1285,29.11,44.48,32.929,17.774,5.9325,95.79,105.3
2015-09-28,26.001,28.4625,43.83,31.9525,17.1567,5.9025,92.08,101.57
2015-09-29,25.3,28.2075,43.37,31.275,16.6973,5.8875,89.1,99.63
2015-09-30,25.272,27.5425,43.88,31.5915,16.8,5.9825,88.44,99.91
2015-10-01,25.55,27.2675,44.75,31.897,16.5007,6.1625,90.05,102.91
2015-10-02,25.6495,27.0025,44.27,31.9005,15.7067,6.01,88.9,103.01
2015-10-05,26.8495,27.47,45.75,33.08,16.5893,6.24,92.94,107.48
2015-10-06,27.275,27.6575,46.33,33.4675,16.0,6.2875,94.08,110.33
2015-10-07,27.0895,27.935,47.1,33.87,15.7753,6.4525,93.11,108.84
2015-10-08,26.8355,27.5475,46.56,33.4725,15.3387,6.4775,91.89,107.94
2015-10-09,26.724,27.5,47.45,33.3745,14.7287,6.5075,92.9,114.11
2015-10-12,26.998,28.1825,46.98,33.4595,14.866,6.525,93.32,114.45
2015-10-13,27.313,27.705,46.56,33.713,14.2187,6.535,93.66,112.85
2015-10-14,27.567,27.8225,46.65,34.1865,14.7113,6.6075,94.08,111.5
2015-10-15,27.3875,27.7325,47.01,34.2625,14.4287,6.8525,94.99,103.77
2015-10-16,28.2635,27.945,47.02,34.77,14.8693,6.88,96.18,100.21
2015-10-19,28.538,27.7,47.42,34.7,15.1,6.9875,97.18,98.07
2015-10-20,28.6,27.835,47.44,34.8945,15.1813,6.9225,98.73,101.06
2015-10-21,28.1935,28.5,47.92,34.1605,14.1327,6.985,97.37,99.67
2015-10-22,28.135,28.5825,47.53,33.772,14.104,6.9325,97.79,98.07
2015-10-23,30.884,29.175,52.3,37.503,14.3333,7.1625,101.91,97.61
2015-10-26,30.115,29.52,52.53,36.001,14.092,7.1525,102.2,100.05
2015-10-27,30.43,28.85,53.99,36.3285,14.3227,7.08,102.94,102.58
2015-10-28,30.615,29.2325,53.54,36.65,14.0873,7.155,103.9,102.9
2015-10-29,30.885,29.675,53.54,36.8315,14.1167,7.0525,103.96,105.0
2015-10-30,31.3005,30.2475,53.32,37.278,14.0267,6.995,104.51,105.12
2015-11-02,31.3565,30.2,52.85,36.7265,13.928,7.115,101.72,109.2
2015-11-03,31.4765,30.1975,52.93,37.2715,14.2567,7.1325,103.22,107.36
2015-11-04,31.388,30.7825,54.18,37.495,15.1333,7.105,103.19,110.36
2015-11-05,32.355,30.4625,54.49,37.9405,15.372,7.0425,108.8,113.75
2015-11-06,32.75,30.2775,54.09,37.9695,15.38,7.6125,108.04,113.39
2015-11-09,32.9325,30.24,54.55,37.926,15.5327,7.81,107.0,113.36
2015-11-10,32.5505,29.225,54.07,37.674,14.8987,7.75,105.96,108.86
2015-11-11,33.1625,29.0925,53.7,38.119,14.518,7.7075,108.27,113.08
2015-11-12,33.65,29.065,53.48,38.009,14.5233,7.61,108.48,112.52
2015-11-13,33.1785,28.8,53.07,37.702,14.1967,7.6075,107.71,108.34
2015-11-16,32.046,27.845,53.08,37.0105,13.7393,7.5475,103.32,102.97
2015-11-17,32.5325,28.73,53.17,37.6235,14.3467,7.62,104.62,112.11
2015-11-18,32.3255,28.94,53.0,37.4785,14.3,7.6025,105.8,117.94
2015-11-19,33.2495,29.41,53.99,37.989,14.7027,7.785,107.36,120.25
2015-11-20,33.397,29.8,54.25,38.465,14.8993,7.8375,106.84,120.85
2015-11-23,33.575,29.8175,54.25,38.8735,14.49,7.9125,107.19,124.3
2015-11-24,33.707,29.3325,53.92,38.648,14.358,7.73,106.0,123.67
2015-11-25,33.75,29.8025,54.09,38.5845,14.756,7.7775,106.33,124.23
2015-11-27,34.04,29.5725,53.8,38.458,15.404,7.7975,105.78,123.85
2015-11-30,33.795,29.4975,54.54,38.5935,15.4527,7.855,105.84,126.03
2015-12-01,33.6875,29.6875,54.41,38.347,15.404,8.0,104.83,124.47
2015-12-02,34.05,29.335,55.32,39.2625,15.8,8.2,107.0,125.53
2015-12-03,33.972,29.1375,55.49,39.028,15.6987,8.19,106.27,129.62
2015-12-04,33.3,28.8225,54.12,38.4855,15.4973,8.1075,104.81,127.0
2015-12-07,33.737,29.745,55.79,39.003,15.18,8.435,106.48,131.19
2015-12-08,33.1565,29.38,55.47,38.225,15.168,8.175,104.0,121.51
2015-12-09,33.9,29.41,55.37,38.555,15.1133,8.3875,106.18,127.7
2015-12-10,33.2795,29.01,55.39,38.1795,14.9807,8.2025,105.05,124.5
2015-12-11,32.5615,28.7975,54.71,37.45,15.016,8.1625,104.15,121.45
2015-12-14,32.0875,28.045,54.33,37.563,14.5007,8.13,102.29,119.77
2015-12-15,33.2515,27.985,55.66,38.3895,14.788,8.235,105.3,121.93
2015-12-16,33.178,27.7675,55.54,38.3285,14.8067,8.26,105.37,119.8
2015-12-17,34.0,28.005,56.36,39.058,15.596,8.305,107.49,123.97
2015-12-18,33.4325,27.2275,55.77,38.3615,15.526,8.11,106.08,120.85
2015-12-21,33.425,26.82,54.88,38.1525,15.446,8.1225,104.91,119.51
2015-12-22,33.3415,26.85,54.99,38.2135,15.666,8.25,105.22,117.3
2015-12-23,33.325,26.8175,55.7,38.5345,15.4787,8.245,105.89,116.91
2015-12-24,33.1675,27.25,55.86,38.426,15.3707,8.24,104.74,118.22
2015-12-28,33.278,26.8975,55.35,38.5,15.4327,8.205,105.02,117.26
2015-12-29,33.899,26.74,56.29,39.3495,15.3373,8.29,106.42,118.19
2015-12-30,34.5945,27.145,56.47,39.698,15.7733,8.4125,107.0,118.95
2015-12-31,34.304,26.7525,56.04,39.391,15.9007,8.335,106.0,116.21
2016-01-04,32.8145,25.6525,54.32,38.11,15.3813,8.0725,101.95,109.0
2016-01-05,32.343,26.4375,54.93,38.205,15.0907,8.245,102.89,110.45
2016-01-06,31.1,25.14,54.32,37.5185,14.6667,8.0875,101.13,105.29
2016-01-07,31.09,24.67,52.7,37.3245,14.2793,7.685,100.5,116.36
2016-01-08,30.983,24.6375,52.37,37.39,14.524,7.6675,99.88,116.33
2016-01-11,30.624,24.7425,52.51,36.5975,14.2673,7.415,97.91,112.13
2016-01-12,31.2625,25.1375,52.76,37.0375,14.1067,7.5525,99.0,116.11
2016-01-13,31.044,25.08,53.8,37.467,14.134,7.6025,100.58,114.43
2016-01-14,29.0125,24.49,52.0,36.222,13.4807,7.165,95.85,105.65
2016-01-15,28.612,24.05,51.31,35.4995,13.2647,6.88,93.98,102.43
2016-01-19,28.8545,24.6025,51.48,36.0075,13.914,6.9175,96.53,106.57
2016-01-20,28.218,23.775,49.98,35.295,13.2933,6.7025,92.83,108.91
2016-01-21,28.679,24.265,51.0,36.0085,13.4367,6.945,94.91,108.32
2016-01-22,29.4365,24.6575,51.41,37.1,13.6533,7.0825,96.41,104.72
2016-01-25,29.8995,25.38,51.94,37.192,13.3373,7.11,98.72,99.78
2016-01-26,30.1725,24.9825,51.79,36.7605,13.1133,7.12,97.76,99.74
2016-01-27,30.0995,24.01,52.01,36.7945,12.8253,7.165,97.79,96.61
2016-01-28,30.4185,23.4475,51.86,36.9095,12.7193,7.1475,107.2,93.84
2016-01-29,28.599,23.6975,54.73,37.448,12.6633,7.0725,108.99,92.0
2016-02-01,28.9075,24.1175,54.88,38.563,12.584,7.315,112.27,91.79
2016-02-02,28.5,23.855,54.17,40.025,12.828,7.25,114.8,95.54
2016-02-03,27.675,23.75,53.25,39.314,12.2393,7.07,115.27,92.41
2016-02-04,26.25,23.965,52.1,37.2295,11.38,7.06,111.8,89.5
2016-02-05,26.464,24.13,51.94,36.275,11.42,7.005,109.51,88.23
2016-02-08,24.3235,23.2825,49.55,34.384,10.4733,6.5075,100.41,80.57
2016-02-09,23.9005,23.5725,49.02,34.6475,9.488,6.23,97.14,81.75
2016-02-10,24.588,23.98,49.89,35.5895,10.0333,6.4125,101.55,89.0
2016-02-11,24.5585,23.4475,48.68,34.817,10.1333,6.195,99.6,87.42
2016-02-12,25.535,23.5475,50.25,35.6105,10.3333,6.425,103.74,86.64
2016-02-16,25.974,23.755,50.9,35.9325,10.58,6.525,103.8,89.0
2016-02-17,26.437,24.1675,51.49,36.35,10.6,6.8325,102.02,90.13
2016-02-18,27.0595,24.71,52.33,36.698,11.4947,7.4825,105.8,94.8
2016-02-19,26.0355,24.0,51.97,35.795,10.9107,7.47,102.55,89.98
2016-02-22,27.11,24.0775,52.28,36.4755,11.3413,7.72,105.49,90.75
2016-02-23,27.7775,24.1,52.34,36.305,11.744,7.8175,106.85,91.4
2016-02-24,27.2875,23.495,50.69,35.5305,11.5167,7.8675,104.21,88.5
2016-02-25,27.776,24.0125,51.73,36.1465,11.91,7.985,107.11,91.08
2016-02-26,28.006,24.3,52.6,36.68,12.58,8.01,108.7,95.3
2016-02-29,27.7,24.215,51.35,36.05,12.8267,7.9025,107.6,94.81
2016-03-01,27.8145,24.4125,50.97,36.065,12.95,7.86,107.83,94.58
2016-03-02,29.0875,25.1275,52.41,37.1435,12.2487,8.1425,109.68,98.01
2016-03-03,28.898,25.145,52.97,36.974,12.552,8.225,110.25,97.83
2016-03-04,29.0535,25.5925,52.4,36.74,13.2,8.225,110.05,98.76
2016-03-07,28.677,25.5975,51.56,36.2575,13.1787,8.0925,108.07,101.0
2016-03-08,27.8935,25.195,50.8,35.4195,13.5667,8.0025,104.78,95.0
2016-03-09,27.978,25.3275,51.89,35.7585,13.6347,8.0075,106.7,96.82
2016-03-10,28.337,25.3525,52.93,36.3895,14.0,7.98,107.91,98.18
2016-03-11,28.3475,25.56,53.0,36.9975,13.862,8.0375,108.48,99.51
2016-03-14,28.35,25.4775,52.71,37.2485,14.1767,8.0175,109.28,97.2
2016-03-15,28.55,25.99,52.75,37.301,14.2847,8.0325,109.11,97.87
2016-03-16,28.832,26.1525,53.45,37.4525,14.5333,7.975,110.49,97.53
2016-03-17,28.4755,26.38,54.21,37.8825,14.7647,8.245,112.15,99.05
2016-03-18,28.047,26.585,54.92,38.0815,15.2733,8.3025,111.56,100.5
2016-03-21,27.4455,26.4825,53.25,37.6955,15.6893,8.3775,111.66,101.15
2016-03-22,27.2555,26.3125,53.61,37.922,15.814,8.45,111.36,100.48
2016-03-23,28.05,26.62,54.11,38.1675,15.4913,8.5,112.01,99.75
2016-03-24,28.3555,26.3675,53.84,37.56,14.3853,8.53,112.13,98.64
2016-03-28,29.22,26.5,54.21,37.8085,15.4407,8.605,113.32,98.34
2016-03-29,29.0075,26.2225,53.66,37.684,15.326,8.67,113.83,101.08
2016-03-30,29.8355,27.1625,54.93,38.4105,15.6727,8.88,116.73,104.65
2016-03-31,29.964,27.43,54.95,38.417,15.2893,8.98,114.7,102.43
2016-04-01,29.5245,27.195,55.05,37.858,16.322,8.8525,113.75,102.93
2016-04-04,29.95,27.605,55.43,38.4755,16.608,9.1125,114.07,105.9
2016-04-05,29.5385,27.3775,55.19,37.9065,16.0333,8.87,112.11,103.47
2016-04-06,29.376,27.5575,54.36,37.892,16.9313,8.825,112.47,105.3
2016-04-07,29.938,27.4875,54.87,38.266,17.7633,8.8925,113.79,104.31
2016-04-08,29.716,27.2275,54.67,38.2935,17.3667,8.93,114.25,105.12
2016-04-11,29.807,27.2425,54.49,38.2725,16.7333,8.9675,110.7,104.04
2016-04-12,29.92,27.335,54.37,37.9215,16.6333,9.0,109.34,103.15
2016-04-13,30.384,27.7,55.12,38.5155,16.5673,9.0,112.23,108.0
2016-04-14,30.7535,27.905,55.22,38.768,16.8667,9.16,110.62,110.01
2016-04-15,31.096,28.0275,55.3,38.775,16.754,9.2075,110.79,110.64
2016-04-18,31.2675,27.2225,55.49,39.0095,16.8153,9.265,109.74,109.9
2016-04-19,31.857,26.97,56.63,39.525,16.8747,9.2775,111.1,99.49
2016-04-20,31.5,26.66,56.29,38.958,16.4173,9.0625,112.43,94.34
